Event number,15,Run number,0,Subrun number,-1,Ring count,1
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
LAPPD,1.2705,-2.29038,0.747884,-0.837357,0.747884,-0.955518,0
LAPPD,1.2912,-2.26859,0.769977,-0.829629,0.769977,-0.989397,0

Event number,1057,Run number,0,Subrun number,-1,Ring count,1
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
PMT,1.09972,-1.32776,-0.681467,0.264648,-0.681467,-1.0674,0
PMT,1.09972,-1.32776,0.174067,0.264648,0.174067,-1.0674,0
PMT,1.19881,-1.04089,-1.10923,0.605947,-1.10923,-1.0344,0
PMT,1.09972,-1.02843,0.174067,0.567633,0.174067,-0.941902,0
PMT,1.09972,-1.02843,0.601833,0.567633,0.601833,-0.941902,0
PMT,1.09972,-0.542363,-0.681467,0.941901,-0.681467,-0.567633,0
PMT,1.19881,0.255488,-1.10923,1.1599,-1.10923,0.302961,1
PMT,1.19881,0.52991,-1.10923,1.0344,-1.10923,0.605947,1
PMT,1.09972,0.542363,-0.681467,0.941901,-0.681467,0.567633,1
PMT,1.09972,1.32776,-0.681467,0.264648,-0.681467,1.0674,1
PMT,1.09972,1.32776,-0.2537,0.264648,-0.2537,1.0674,1
PMT,1.09972,1.32776,0.601833,0.264648,0.601833,1.0674,1
PMT,1.09972,1.81383,0.601833,-0.264648,0.601833,1.0674,0
PMT,1.19881,2.8861,-1.10923,-1.1599,-1.10923,0.302961,0
PMT,1.09972,2.89856,-0.681467,-1.0674,-0.681467,0.264648,0
PMT,1.19881,-2.8861,-1.10923,-1.1599,-1.10923,-0.302961,0
PMT,1.09972,-2.89856,-0.681467,-1.0674,-0.681467,-0.264648,0
PMT,1.19881,-2.10071,-1.10923,-0.605947,-1.10923,-1.0344,0
PMT,1.09972,-2.11316,0.601833,-0.567633,0.601833,-0.941902,0
PMT,0.85,-0.19635,1.5327,0.833668,1.5327,-0.165827,1
PMT,0.85,2.94524,1.5327,-0.833668,1.5327,0.165827,0
PMT,0.85,2.55254,1.5327,-0.706749,1.5327,0.472235,0
PMT,0.85,0.196349,1.5327,0.833668,1.5327,0.165827,1
LAPPD,1.26783,-1.55979,-0.0659291,0.0139483,-0.0659291,-1.26775,0
LAPPD,1.2685,-1.605,0.0697904,-0.0433762,0.0697904,-1.26775,0
LAPPD,1.27921,-1.49672,-0.11,0.094672,-0.11,-1.2757,0
LAPPD,1.26889,-1.52842,-0.0134474,0.0537508,-0.0134474,-1.26775,0
LAPPD,1.2692,-1.61848,0.696505,-0.0605022,0.696505,-1.26775,0
LAPPD,1.2693,-0.834818,-0.865578,0.8521,-0.865578,-0.940776,0
LAPPD,1.26789,-0.80013,-0.800471,0.88323,-0.800471,-0.909645,0
LAPPD,1.2679,-0.800586,-0.857076,0.882821,-0.857076,-0.910054,0
LAPPD,1.26899,-0.8295,-0.839322,0.856877,-0.839322,-0.935998,0
LAPPD,1.2679,-0.770068,-0.862938,0.910182,-0.862938,-0.882694,0
LAPPD,1.26781,-0.795165,0.72598,0.887682,0.72598,-0.905193,0
LAPPD,1.26983,-0.842607,0.85154,0.845098,0.85154,-0.947778,0
LAPPD,1.26841,-0.817478,0.805854,0.86767,0.805854,-0.925205,0
LAPPD,1.2688,-0.040668,-0.756282,1.26775,-0.756282,-0.0515855,1
LAPPD,1.26844,0.032967,-0.873551,1.26775,-0.873551,0.0418093,1
LAPPD,1.28061,0.08953,-0.107565,1.27548,-0.107565,0.1145,1
LAPPD,1.29125,-0.0887907,-0.0240876,1.28616,-0.0240876,-0.1145,1
LAPPD,1.26783,0.0106628,-0.0112465,1.26775,-0.0112465,0.0135183,1
LAPPD,1.26936,-0.0502956,-0.0554445,1.26775,-0.0554445,-0.0638163,1
LAPPD,1.26952,0.0527637,0.728883,1.26775,0.728883,0.0669536,1
LAPPD,1.26785,0.797555,-0.702725,0.88554,-0.702725,0.907336,1
LAPPD,1.2678,0.793656,-0.845175,0.889035,-0.845175,0.903841,1
LAPPD,1.26786,0.798283,-0.761608,0.884886,-0.761608,0.907989,1
LAPPD,1.26913,0.738795,-0.78307,0.938245,-0.78307,0.85463,1
LAPPD,1.27103,0.713559,-0.709059,0.960948,-0.709059,0.831927,1
LAPPD,1.26884,0.743988,-0.706118,0.93358,-0.706118,0.859295,1
LAPPD,1.27136,0.86073,-0.0480588,0.82878,-0.0480588,0.964096,1
LAPPD,1.26838,0.753932,-0.0894905,0.924655,-0.0894905,0.868221,1
LAPPD,1.27052,0.719366,-0.0714128,0.955718,-0.0714128,0.837158,1
LAPPD,1.27176,0.706008,0.869839,0.967756,0.869839,0.825119,1
LAPPD,1.2689,1.52825,-0.796548,0.0539724,-0.796548,1.26775,0
LAPPD,1.26982,1.51374,-0.773163,0.072412,-0.773163,1.26775,0
LAPPD,1.26776,1.56958,-0.86361,0.00153924,-0.86361,1.26775,0
LAPPD,1.2686,1.53422,-0.734882,0.0463889,-0.734882,1.26775,0
LAPPD,1.26823,1.54327,-0.785119,0.0349032,-0.785119,1.26775,0
LAPPD,1.27022,1.50847,-0.742662,0.0791201,-0.742662,1.26775,0
LAPPD,1.26961,1.51671,-0.680483,0.0686383,-0.680483,1.26775,0
LAPPD,1.27551,1.48091,-0.744195,0.1145,-0.744195,1.27037,0
LAPPD,1.26989,1.62882,-0.752016,-0.0736411,-0.752016,1.26775,0
LAPPD,1.27073,1.50233,-0.880834,0.0869305,-0.880834,1.26775,0
LAPPD,1.27442,1.53987,0.11,0.0394112,0.11,1.27381,1
LAPPD,1.268,1.55128,-0.104932,0.0247465,-0.104932,1.26775,1
LAPPD,1.27011,1.5099,-0.0948529,0.0773005,-0.0948529,1.26775,1
LAPPD,1.26776,1.56703,0.881547,0.00477359,0.881547,1.26775,1
LAPPD,1.27125,1.4966,0.830579,0.094238,0.830579,1.26775,1
LAPPD,1.27146,1.4944,0.712237,0.097039,0.712237,1.26775,1
LAPPD,1.26903,2.31141,-0.84824,-0.856261,-0.84824,0.936614,0
LAPPD,1.27146,2.43256,-0.874734,-0.965027,-0.874734,0.827849,0
LAPPD,1.28048,2.26666,0.0465478,-0.820847,0.0465478,0.982775,0
LAPPD,1.28899,2.4215,0.104469,-0.968994,0.104469,0.850032,0
LAPPD,1.26852,2.32143,0.0928607,-0.865258,0.0928607,0.927617,0
LAPPD,1.2701,2.41701,0.0077428,-0.951021,0.0077428,0.841855,0
LAPPD,1.26831,2.38573,0.0764438,-0.92292,0.0764438,0.869956,0
LAPPD,1.27057,2.42272,0.00518272,-0.956163,0.00518272,0.836712,0
LAPPD,1.26915,2.30925,0.0471207,-0.854323,0.0471207,0.938553,0
LAPPD,1.27098,2.4275,0.812643,-0.960469,0.812643,0.832407,0
LAPPD,1.26979,-3.08501,-0.754224,-1.26775,-0.754224,-0.0718091,0
LAPPD,1.26776,3.1388,-0.830433,-1.26775,-0.830433,0.0035456,0
LAPPD,1.26934,3.09159,-0.696959,-1.26775,-0.696959,0.063445,0
LAPPD,1.27453,-3.05163,-0.811325,-1.26938,-0.811325,-0.1145,0
LAPPD,1.26776,-3.13831,-0.72821,-1.26775,-0.72821,-0.00415839,0
LAPPD,1.2907,3.05851,0.031213,-1.28625,0.031213,0.107106,0
LAPPD,1.29052,3.06022,0.00557089,-1.28625,0.00557089,0.104892,0
LAPPD,1.29079,3.05767,0.0192448,-1.28625,0.0192448,0.108194,0
LAPPD,1.2907,3.05845,-0.0195844,-1.28625,-0.0195844,0.10719,0
LAPPD,1.26904,-3.09663,0.000861412,-1.26775,0.000861412,-0.0570439,0
LAPPD,1.26958,3.08801,-0.099146,-1.26775,-0.099146,0.0679963,0
LAPPD,1.27093,-3.07085,-0.0960416,-1.26775,-0.0960416,-0.0898357,0
LAPPD,1.26795,-2.33873,-0.839057,-0.880784,-0.839057,-0.912092,0
LAPPD,1.27053,-2.29014,-0.861247,-0.837135,-0.861247,-0.95574,0
LAPPD,1.27145,-2.27996,-0.834993,-0.827965,-0.834993,-0.964911,0
LAPPD,1.26862,-2.31933,-0.691889,-0.863374,-0.691889,-0.929501,0
LAPPD,1.26849,-2.32209,-0.707069,-0.865858,-0.707069,-0.927018,0
LAPPD,1.26935,-2.30604,-0.724872,-0.851435,-0.724872,-0.94144,0
LAPPD,1.26828,-2.32727,-0.850111,-0.870501,-0.850111,-0.922374,0
LAPPD,1.269,-2.3118,-0.0315621,-0.856615,-0.0315621,-0.93626,0
LAPPD,1.26967,-2.41115,-0.000302688,-0.945754,-0.000302688,-0.847121,0
LAPPD,1.26864,-2.31885,-0.0497294,-0.862942,-0.0497294,-0.929934,0
LAPPD,1.2851,-2.44541,-0.0466409,-0.986052,-0.0466409,-0.824124,0
LAPPD,1.2705,-2.29038,0.747884,-0.837357,0.747884,-0.955518,0
LAPPD,1.2912,-2.26859,0.769977,-0.829629,0.769977,-0.989397,0

Event number,1062,Run number,0,Subrun number,-1,Ring count,3
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
PMT,1.19881,-1.31531,-1.10923,0.302961,-1.10923,-1.1599,0
PMT,1.09972,-1.32776,-0.2537,0.264648,-0.2537,-1.0674,0
PMT,1.09972,-1.32776,0.174067,0.264648,0.174067,-1.0674,0
PMT,1.09972,-1.02843,-0.681467,0.567633,-0.681467,-0.941902,0
PMT,1.19881,-1.04089,-0.2537,0.605947,-0.2537,-1.0344,0
PMT,1.09972,-1.02843,0.174067,0.567633,0.174067,-0.941902,0
PMT,1.09972,-1.02843,0.601833,0.567633,0.601833,-0.941902,3
PMT,1.19881,-1.04089,1.0296,0.605947,1.0296,-1.0344,3
PMT,1.09972,-0.542363,0.174067,0.941901,0.174067,-0.567633,1
PMT,1.09972,-0.542363,0.601833,0.941901,0.601833,-0.567633,3
PMT,1.19881,-0.52991,1.0296,1.0344,1.0296,-0.605947,3
PMT,1.19881,-0.255488,-0.2537,1.1599,-0.2537,-0.302961,1
PMT,1.09972,-0.243035,0.601833,1.0674,0.601833,-0.264648,3
PMT,1.19881,-0.255488,1.0296,1.1599,1.0296,-0.302961,3
PMT,1.09972,0.542363,0.601833,0.941901,0.601833,0.567633,3
PMT,1.09972,1.02843,0.174067,0.567633,0.174067,0.941902,0
PMT,1.09972,1.02843,0.601833,0.567633,0.601833,0.941902,0
PMT,1.19881,1.04089,1.0296,0.605947,1.0296,1.0344,3
PMT,1.09972,1.81383,0.174067,-0.264648,0.174067,1.0674,0
PMT,1.09972,1.81383,0.601833,-0.264648,0.601833,1.0674,0
PMT,1.19881,1.82628,1.0296,-0.302961,1.0296,1.1599,0
PMT,1.09972,2.11316,-0.2537,-0.567633,-0.2537,0.941902,0
PMT,1.09972,2.11316,0.174067,-0.567633,0.174067,0.941902,0
PMT,1.19881,2.61168,-1.10923,-1.0344,-1.10923,0.605947,0
PMT,1.09972,-2.89856,0.174067,-1.0674,0.174067,-0.264648,0
PMT,1.09972,-1.81383,-0.681467,-0.264648,-0.681467,-1.0674,0
PMT,1.09972,-1.81383,0.601833,-0.264648,0.601833,-1.0674,0
PMT,1.19881,-1.82628,1.0296,-0.302961,1.0296,-1.1599,0
PMT,0.85,-0.19635,1.5327,0.833668,1.5327,-0.165827,3
PMT,0.85,-0.589049,1.5327,0.706749,1.5327,-0.472235,3
PMT,0.85,-0.981748,1.5327,0.472235,1.5327,-0.706749,3
PMT,0.85,-2.55254,1.5327,-0.706749,1.5327,-0.472235,3
PMT,0.85,2.55254,1.5327,-0.706749,1.5327,0.472235,0
PMT,0.85,1.76715,1.5327,-0.165827,1.5327,0.833667,3
PMT,0.85,0.981748,1.5327,0.472235,1.5327,0.706749,3
PMT,0.85,0.589049,1.5327,0.706749,1.5327,0.472235,3
PMT,0.85,0.196349,1.5327,0.833668,1.5327,0.165827,3
PMT,0.3,1.5708,1.5327,-5.22074e-17,1.5327,0.3,3
PMT,0.520334,-2.02769,-1.63144,-0.22955,-1.63144,-0.466963,0
PMT,0.785877,-1.86721,-1.63144,-0.22955,-1.63144,-0.751605,0
PMT,0.520334,-1.11391,-1.63144,0.22955,-1.63144,-0.466963,0
PMT,0.832042,-0.595866,-1.63144,0.68865,-1.63144,-0.466963,0
LAPPD,1.26831,-1.5412,-0.766895,0.037531,-0.766895,-1.26775,0
LAPPD,1.27152,-1.64779,-0.804678,-0.0978019,-0.804678,-1.26775,0
LAPPD,1.26778,-1.57745,-0.869121,-0.0084322,-0.869121,-1.26775,0
LAPPD,1.26775,-1.57108,-0.879259,-0.000363348,-0.879259,-1.26775,0
LAPPD,1.27012,-1.63184,-0.869187,-0.0774803,-0.869187,-1.26775,0
LAPPD,1.26839,-1.53924,-0.803308,0.0400226,-0.803308,-1.26775,0
LAPPD,1.27172,-1.49185,-0.760153,0.100296,-0.760153,-1.26775,0
LAPPD,1.27163,-1.49272,-0.881195,0.0991781,-0.881195,-1.26775,0
LAPPD,1.27082,-1.50133,-0.772837,0.0882096,-0.772837,-1.26775,0
LAPPD,1.26783,-1.55979,-0.0659291,0.0139483,-0.0659291,-1.26775,0
LAPPD,1.2685,-1.605,0.0697904,-0.0433762,0.0697904,-1.26775,0
LAPPD,1.26868,-1.6089,-0.0744698,-0.0483264,-0.0744698,-1.26775,0
LAPPD,1.26954,-1.51782,-0.0278638,0.0672259,-0.0278638,-1.26775,0
LAPPD,1.28687,-1.4817,0.0889232,0.1145,0.0889232,-1.28176,0
LAPPD,1.26804,-1.54951,-0.00472401,0.0269905,-0.00472401,-1.26775,0
LAPPD,1.27921,-1.49672,-0.11,0.094672,-0.11,-1.2757,0
LAPPD,1.26889,-1.52842,-0.0134474,0.0537508,-0.0134474,-1.26775,0
LAPPD,1.26776,-1.57285,0.0774529,-0.00260465,0.0774529,-1.26775,0
LAPPD,1.26991,-1.51252,0.0345604,0.0739643,0.0345604,-1.26775,0
LAPPD,1.26807,-1.59297,0.0879414,-0.0281191,0.0879414,-1.26775,0
LAPPD,1.26791,-1.55503,0.0941773,0.0199887,0.0941773,-1.26775,0
LAPPD,1.27015,-1.50931,0.0220976,0.0780529,0.0220976,-1.26775,0
LAPPD,1.27079,-1.63995,0.0866732,-0.0878162,0.0866732,-1.26775,0
LAPPD,1.26834,-1.54029,0.0245703,0.0386917,0.0245703,-1.26775,0
LAPPD,1.26916,-1.52368,0.0215742,0.0597768,0.0215742,-1.26775,0
LAPPD,1.27048,-1.50528,-0.0130045,0.0831734,-0.0130045,-1.26775,0
LAPPD,1.26891,-1.61356,0.0709212,-0.0542466,0.0709212,-1.26775,0
LAPPD,1.26804,-1.59219,0.0337474,-0.0271202,0.0337474,-1.26775,0
LAPPD,1.26838,-1.5393,0.0418133,0.0399409,0.0418133,-1.26775,0
LAPPD,1.26842,-1.60324,0.0967418,-0.0411509,0.0967418,-1.26775,0
LAPPD,1.27076,-1.63954,0.0935789,-0.0872889,0.0935789,-1.26775,0
LAPPD,1.26805,-1.5925,0.698803,-0.027513,0.698803,-1.26775,0
LAPPD,1.26784,-1.58214,0.75194,-0.0143878,0.75194,-1.26775,0
LAPPD,1.26864,-1.53338,0.715979,0.0474555,0.715979,-1.26775,0
LAPPD,1.2693,-0.834818,-0.865578,0.8521,-0.865578,-0.940776,0
LAPPD,1.26789,-0.80013,-0.800471,0.88323,-0.800471,-0.909645,0
LAPPD,1.26929,-0.736223,-0.768725,0.940556,-0.768725,-0.85232,0
LAPPD,1.27355,-0.743671,-0.6725,0.937318,-0.6725,-0.862186,0
LAPPD,1.2679,-0.800586,-0.857076,0.882821,-0.857076,-0.910054,0
LAPPD,1.26899,-0.8295,-0.839322,0.856877,-0.839322,-0.935998,0
LAPPD,1.28052,-0.750084,-0.6725,0.936868,-0.6725,-0.872929,0
LAPPD,1.2679,-0.770068,-0.862938,0.910182,-0.862938,-0.882694,0
LAPPD,1.26891,-0.828001,0.0390816,0.858224,0.0390816,-0.934652,0
LAPPD,1.27058,-0.718752,0.00937269,0.956271,0.00937269,-0.836605,0
LAPPD,1.27069,-0.85334,-0.00597879,0.835439,-0.00597879,-0.957437,0
LAPPD,1.26998,-0.726154,0.00556081,0.949608,0.00556081,-0.843267,0
LAPPD,1.26937,-0.734991,0.0525128,0.941663,0.0525128,-0.851212,0
LAPPD,1.27395,-0.783874,-0.11,0.902191,-0.11,-0.899445,0
LAPPD,1.26786,-0.77242,-0.0711001,0.908073,-0.0711001,-0.884803,0
LAPPD,1.26779,-0.777753,-0.0977263,0.903291,-0.0977263,-0.889584,0
LAPPD,1.26814,-0.760871,-0.0633001,0.918429,-0.0633001,-0.874446,0
LAPPD,1.26917,-0.738223,0.0458535,0.938759,0.0458535,-0.854117,0
LAPPD,1.26799,-0.766166,-0.0553219,0.91368,-0.0553219,-0.879195,0
LAPPD,1.2689,-0.827882,-0.0864619,0.858331,-0.0864619,-0.934545,0
LAPPD,1.26847,-0.819026,-0.0994298,0.866281,-0.0994298,-0.926594,0
LAPPD,1.26788,-0.79972,-0.065345,0.883598,-0.065345,-0.909277,0
LAPPD,1.26794,-0.802646,-0.0846013,0.880974,-0.0846013,-0.911901,0
LAPPD,1.26823,-0.812656,-0.105905,0.871996,-0.105905,-0.920879,0
LAPPD,1.26797,-0.803814,-0.0923546,0.879927,-0.0923546,-0.912948,0
LAPPD,1.26842,-0.817677,-0.0963243,0.867491,-0.0963243,-0.925384,0
LAPPD,1.26819,-0.81166,-0.0783933,0.87289,-0.0783933,-0.919986,0
LAPPD,1.26776,-0.787079,0.0453057,0.894931,0.0453057,-0.897944,0
LAPPD,1.26778,-0.778807,0.0362992,0.902347,0.0362992,-0.890529,0
LAPPD,1.26816,-0.760131,0.0786276,0.919093,0.0786276,-0.873783,0
LAPPD,1.26784,-0.773877,0.00754557,0.906766,0.00754557,-0.886109,0
LAPPD,1.26785,-0.797923,-0.0582645,0.88521,-0.0582645,-0.907666,0
LAPPD,1.26819,-0.811553,-0.0926427,0.872986,-0.0926427,-0.919889,0
LAPPD,1.26801,-0.80556,-0.0987237,0.878361,-0.0987237,-0.914514,0
LAPPD,1.27351,-0.808831,-0.11,0.87916,-0.11,-0.921358,0
LAPPD,1.26812,-0.761276,0.062009,0.918066,0.062009,-0.874809,0
LAPPD,1.26886,-0.74368,0.00595552,0.933857,0.00595552,-0.859018,0
LAPPD,1.26882,-0.744418,0.00580806,0.933195,0.00580806,-0.859681,0
LAPPD,1.26795,-0.803027,-0.0453019,0.880633,-0.0453019,-0.912243,0
LAPPD,1.26776,-0.781894,-0.0552628,0.899579,-0.0552628,-0.893296,0
LAPPD,1.2678,-0.777082,-0.0561624,0.903893,-0.0561624,-0.888983,0
LAPPD,1.26795,-0.803069,-0.108736,0.880595,-0.108736,-0.91228,0
LAPPD,1.27191,-0.809444,-0.11,0.877489,-0.11,-0.920737,0
LAPPD,1.26786,-0.798313,-0.0929881,0.88486,-0.0929881,-0.908016,0
LAPPD,1.27559,-0.81955,-0.11,0.870657,-0.11,-0.932254,0
LAPPD,1.26813,-0.760971,-0.0647374,0.91834,-0.0647374,-0.874536,0
LAPPD,1.26813,-0.761051,0.0688771,0.918268,0.0688771,-0.874608,0
LAPPD,1.26809,-0.808549,-0.0945543,0.875681,-0.0945543,-0.917195,0
LAPPD,1.26783,-0.796138,-0.0761664,0.88681,-0.0761664,-0.906066,0
LAPPD,1.26794,-0.802645,-0.0979018,0.880976,-0.0979018,-0.9119,0
LAPPD,1.26778,-0.779189,-0.0405476,0.902004,-0.0405476,-0.890871,0
LAPPD,1.26846,-0.752053,0.0150105,0.926341,0.0150105,-0.866535,0
LAPPD,1.26887,-0.827333,-0.0822504,0.858823,-0.0822504,-0.934052,0
LAPPD,1.2681,-0.808751,-0.0939602,0.875499,-0.0939602,-0.917376,0
LAPPD,1.27625,-0.825005,-0.11,0.866007,-0.11,-0.937474,0
LAPPD,1.26887,-0.743455,0.00242483,0.93406,0.00242483,-0.858816,0
LAPPD,1.26776,-0.788051,-0.054373,0.89406,-0.054373,-0.898816,0
LAPPD,1.26876,-0.825241,-0.109816,0.860702,-0.109816,-0.932174,0
LAPPD,1.26785,-0.797589,-0.0791205,0.885509,-0.0791205,-0.907367,0
LAPPD,1.26777,-0.780597,-0.0595813,0.900742,-0.0595813,-0.892134,0
LAPPD,1.26788,-0.771117,-0.0484749,0.90924,-0.0484749,-0.883635,0
LAPPD,1.26855,-0.750017,0.0372713,0.928168,0.0372713,-0.864707,0
LAPPD,1.26804,-0.764319,0.0533709,0.915337,0.0533709,-0.877539,0
LAPPD,1.26875,-0.824946,-0.101018,0.860967,-0.101018,-0.931909,0
LAPPD,1.26811,-0.809135,-0.0797427,0.875155,-0.0797427,-0.91772,0
LAPPD,1.27277,-0.847459,-0.11,0.842433,-0.11,-0.954067,0
LAPPD,1.26804,-0.764202,0.0827531,0.915442,0.0827531,-0.877434,0
LAPPD,1.26777,-0.780463,0.0706068,0.900862,0.0706068,-0.892014,0
LAPPD,1.2685,-0.819775,-0.0536461,0.865609,-0.0536461,-0.927267,0
LAPPD,1.26844,-0.818338,-0.089103,0.866899,-0.089103,-0.925977,0
LAPPD,1.26782,-0.77486,-0.0131426,0.905885,-0.0131426,-0.886991,0
LAPPD,1.26787,-0.799182,-0.0763317,0.88408,-0.0763317,-0.908795,0
LAPPD,1.26897,-0.741566,0.0603181,0.935755,0.0603181,-0.85712,0
LAPPD,1.26843,-0.817982,-0.0962272,0.867218,-0.0962272,-0.925658,0
LAPPD,1.2703,-0.848661,-0.104393,0.839651,-0.104393,-0.953225,0
LAPPD,1.27134,-0.860529,-0.0774781,0.828961,-0.0774781,-0.963915,0
LAPPD,1.27149,-0.86203,-0.046396,0.827607,-0.046396,-0.965269,0
LAPPD,1.26781,-0.795165,0.72598,0.887682,0.72598,-0.905193,3
LAPPD,1.26806,-0.80729,0.72549,0.87681,0.72549,-0.916065,3
LAPPD,1.26793,-0.768987,0.722242,0.911151,0.722242,-0.881724,3
LAPPD,1.26987,-0.843104,0.810555,0.844651,0.810555,-0.948225,3
LAPPD,1.26922,-0.833502,0.857062,0.853282,0.857062,-0.939593,3
LAPPD,1.2692,-0.737681,0.788371,0.939245,0.788371,-0.85363,3
LAPPD,1.28649,-0.765712,0.886184,0.92742,0.886184,-0.891606,3
LAPPD,1.27216,-0.702112,0.74748,0.971271,0.74748,-0.821604,3
LAPPD,1.27784,0.0177914,-0.6725,1.27763,-0.6725,0.0227332,0
LAPPD,1.28014,-0.0149044,-0.6725,1.28,-0.6725,-0.019079,0
LAPPD,1.26889,-0.0423847,-0.722295,1.26775,-0.722295,-0.0537656,0
LAPPD,1.27057,-0.0665507,-0.837872,1.26775,-0.837872,-0.0844948,0
LAPPD,1.2688,-0.040668,-0.756282,1.26775,-0.756282,-0.0515855,0
LAPPD,1.28229,-0.0659345,-0.6725,1.2795,-0.6725,-0.0844856,0
LAPPD,1.26936,-0.0502888,-0.689273,1.26775,-0.689273,-0.0638077,0
LAPPD,1.27111,0.0726805,-0.762877,1.26775,-0.762877,0.0923036,0
LAPPD,1.27607,-0.062757,0.11,1.27356,0.11,-0.0800299,1
LAPPD,1.26867,0.03799,-0.0518612,1.26775,-0.0518612,0.0481852,1
LAPPD,1.26783,-0.0105708,0.0730844,1.26775,0.0730844,-0.0134017,1
LAPPD,1.26778,0.0059711,-0.0217709,1.26775,-0.0217709,0.00756997,1
LAPPD,1.26936,-0.0502956,-0.0554445,1.26775,-0.0554445,-0.0638163,1
LAPPD,1.26868,0.0381524,0.837626,1.26775,0.837626,0.0483914,3
LAPPD,1.26788,-0.0143235,0.869539,1.26775,0.869539,-0.0181599,3
LAPPD,1.2679,-0.0149684,0.751924,1.26775,0.751924,-0.0189777,3
LAPPD,1.26776,0.00360133,0.786012,1.26775,0.786012,0.00456562,3
LAPPD,1.27015,0.0613744,0.702302,1.26775,0.702302,0.0779055,3
LAPPD,1.27147,0.0764857,0.879922,1.26775,0.879922,0.0971546,3
LAPPD,1.26952,0.0527637,0.728883,1.26775,0.728883,0.0669536,3
LAPPD,1.27026,0.848213,-0.712946,0.840054,-0.712946,0.952821,0
LAPPD,1.27115,0.858459,-0.74041,0.830826,-0.74041,0.962049,0
LAPPD,1.26785,0.797555,-0.702725,0.88554,-0.702725,0.907336,0
LAPPD,1.2683,0.756044,-0.67566,0.922759,-0.67566,0.870116,0
LAPPD,1.2678,0.793656,-0.845175,0.889035,-0.845175,0.903841,0
LAPPD,1.27103,0.713559,-0.709059,0.960948,-0.709059,0.831927,0
LAPPD,1.26884,0.743988,-0.706118,0.93358,-0.706118,0.859295,0
LAPPD,1.27136,0.86073,-0.0480588,0.82878,-0.0480588,0.964096,0
LAPPD,1.27036,0.849486,0.0765464,0.838908,0.0765464,0.953968,0
LAPPD,1.27034,0.849197,0.0360158,0.839169,0.0360158,0.953707,0
LAPPD,1.26778,0.778878,0.0934481,0.902282,0.0934481,0.890593,0
LAPPD,1.26808,0.762727,0.054869,0.916764,0.054869,0.876111,0
LAPPD,1.26776,0.783215,0.0339858,0.898395,0.0339858,0.894481,0
LAPPD,1.26776,0.788817,0.0169531,0.893373,0.0169531,0.899502,0
LAPPD,1.27083,0.715794,0.0829747,0.958934,0.0829747,0.833941,0
LAPPD,1.26995,0.726571,0.0495075,0.949233,0.0495075,0.843642,0
LAPPD,1.27166,0.706978,0.056843,0.966881,0.056843,0.825994,0
LAPPD,1.26995,0.726529,-0.0126672,0.949271,-0.0126672,0.843604,0
LAPPD,1.26929,0.736261,0.0335099,0.940521,0.0335099,0.852354,0
LAPPD,1.26962,0.731184,0.0704626,0.945085,0.0704626,0.84779,0
LAPPD,1.26909,0.739513,-0.0532674,0.9376,-0.0532674,0.855276,0
LAPPD,1.2723,0.700844,0.00705648,0.972416,0.00705648,0.820459,0
LAPPD,1.2692,0.737727,0.0301316,0.939205,0.0301316,0.853671,0
LAPPD,1.26949,0.83774,0.0653862,0.849474,0.0653862,0.943402,0
LAPPD,1.26844,0.75244,0.0363651,0.925993,0.0363651,0.866882,0
LAPPD,1.26951,0.732796,0.0208159,0.943636,0.0208159,0.849239,0
LAPPD,1.27055,0.719012,-0.0817195,0.956036,-0.0817195,0.836839,0
LAPPD,1.26933,0.835267,0.0875623,0.851696,0.0875623,0.941179,0
LAPPD,1.2682,0.758779,0.00989869,0.920305,0.00989869,0.87257,0
LAPPD,1.26782,0.795797,0.0535029,0.887115,0.0535029,0.90576,0
LAPPD,1.26914,0.832141,-0.0842513,0.854505,-0.0842513,0.93837,0
LAPPD,1.27052,0.719366,-0.0714128,0.955718,-0.0714128,0.837158,0
LAPPD,1.27205,0.86761,0.830307,0.822574,0.830307,0.970302,3
LAPPD,1.26785,0.77302,0.726851,0.907534,0.726851,0.885341,3
LAPPD,1.27014,0.724056,0.707688,0.951496,0.707688,0.841379,3
LAPPD,1.26849,0.751379,0.691436,0.926946,0.691436,0.86593,3
LAPPD,1.27098,0.714116,0.778173,0.960446,0.778173,0.832429,3
LAPPD,1.27117,0.858744,0.707238,0.830569,0.707238,0.962306,3
LAPPD,1.26799,0.804541,0.70054,0.879275,0.70054,0.9136,3
LAPPD,1.26858,0.749341,0.705682,0.928774,0.705682,0.864101,3
LAPPD,1.26781,0.794704,0.707007,0.888095,0.707007,0.90478,3
LAPPD,1.27159,0.863075,0.786164,0.826664,0.786164,0.966211,3
LAPPD,1.27023,0.847869,0.852131,0.840363,0.852131,0.952512,3
LAPPD,1.27087,0.715308,0.793977,0.959372,0.793977,0.833503,3
LAPPD,1.27036,0.721281,0.804402,0.953994,0.804402,0.838882,3
LAPPD,1.26957,0.731873,0.764574,0.944465,0.764574,0.84841,3
LAPPD,1.26777,0.780804,0.880934,0.900556,0.880934,0.892319,3
LAPPD,1.27128,0.859937,0.816975,0.829495,0.816975,0.963381,3
