Event number,15,Run number,0,Subrun number,-1,Ring count,1
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
LAPPD,1.2691,1.61677,-0.0572038,-0.0583272,-0.0572038,1.26775,0
LAPPD,1.26776,1.56725,-0.0712407,0.00449126,-0.0712407,1.26775,0
LAPPD,1.27056,1.63726,-0.0108476,-0.0843801,-0.0108476,1.26775,0
LAPPD,1.26841,1.60293,0.0174892,-0.0407514,0.0174892,1.26775,0
LAPPD,1.2716,1.49299,-0.0405207,0.0988398,-0.0405207,1.26775,0
LAPPD,1.27072,1.63915,0.776321,-0.0867938,0.776321,1.26775,0
LAPPD,1.26798,2.33731,0.718971,-0.879506,0.718971,0.91337,0
LAPPD,1.26846,-3.10815,-0.0643184,-1.26775,-0.0643184,-0.0424107,0
LAPPD,1.26869,3.10324,0.859202,-1.26775,0.859202,0.048651,0
LAPPD,1.27074,-2.42477,-0.692271,-0.958011,-0.692271,-0.834864,0
LAPPD,1.28307,-2.38607,0.11,-0.933964,0.11,-0.879756,0

Event number,581,Run number,0,Subrun number,-1,Ring count,2
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
PMT,1.09972,-1.32776,0.174067,0.264648,0.174067,-1.0674,0
PMT,1.09972,-1.02843,0.174067,0.567633,0.174067,-0.941902,0
PMT,1.09972,-0.542363,0.174067,0.941901,0.174067,-0.567633,0
PMT,1.09972,-0.243035,-0.681467,1.0674,-0.681467,-0.264648,0
PMT,1.19881,0.52991,-0.2537,1.0344,-0.2537,0.605947,0
PMT,1.09972,1.81383,0.174067,-0.264648,0.174067,1.0674,1
PMT,1.09972,2.11316,0.601833,-0.567633,0.601833,0.941902,2
PMT,1.09972,2.89856,0.174067,-1.0674,0.174067,0.264648,0
PMT,1.09972,2.89856,0.601833,-1.0674,0.601833,0.264648,0
PMT,1.09972,-2.89856,0.174067,-1.0674,0.174067,-0.264648,0
PMT,1.09972,-2.89856,0.601833,-1.0674,0.601833,-0.264648,0
PMT,1.09972,-2.11316,0.174067,-0.567633,0.174067,-0.941902,0
PMT,0.85,-0.19635,1.5327,0.833668,1.5327,-0.165827,0
PMT,0.85,-2.15984,1.5327,-0.472235,1.5327,-0.706749,0
PMT,0.85,-2.94524,1.5327,-0.833668,1.5327,-0.165827,0
PMT,0.3,1.5708,1.5327,-5.22074e-17,1.5327,0.3,0
PMT,0.712376,-2.88278,-1.63144,-0.68865,-1.63144,-0.182321,0
PMT,0.832042,-2.54573,-1.63144,-0.68865,-1.63144,-0.466963,0
PMT,0.520334,-2.02769,-1.63144,-0.22955,-1.63144,-0.466963,0
PMT,0.832042,0.595866,-1.63144,0.68865,-1.63144,0.466963,0
LAPPD,1.26785,-1.58283,-0.86649,-0.0152617,-0.86649,-1.26775,0
LAPPD,1.26884,-1.52934,-0.83216,0.0525811,-0.83216,-1.26775,0
LAPPD,1.26777,-1.56654,-0.796456,0.00538988,-0.796456,-1.26775,0
LAPPD,1.26847,-1.53732,-0.805189,0.0424556,-0.805189,-1.26775,0
LAPPD,1.26831,-1.5412,-0.766895,0.037531,-0.766895,-1.26775,0
LAPPD,1.26896,-1.52725,-0.870021,0.0552465,-0.870021,-1.26775,0
LAPPD,1.26834,-1.60113,0.00443118,-0.0384631,0.00443118,-1.26775,0
LAPPD,1.26868,-1.6089,-0.0744698,-0.0483264,-0.0744698,-1.26775,0
LAPPD,1.26858,-1.53478,0.0850381,0.0456816,0.0850381,-1.26775,0
LAPPD,1.27947,-1.56574,-0.11,0.00647498,-0.11,-1.27946,0
LAPPD,1.29118,-1.65828,0.0443952,-0.112815,0.0443952,-1.28625,0
LAPPD,1.28406,-1.65393,0.11,-0.10662,0.11,-1.27963,0
LAPPD,1.26954,-1.51782,-0.0278638,0.0672259,-0.0278638,-1.26775,0
LAPPD,1.28687,-1.4817,0.0889232,0.1145,0.0889232,-1.28176,0
LAPPD,1.26804,-1.54951,-0.00472401,0.0269905,-0.00472401,-1.26775,0
LAPPD,1.26801,-1.55059,0.0816377,0.0256218,0.0816377,-1.26775,0
LAPPD,1.29028,-1.49165,0.0532337,0.102014,0.0532337,-1.28625,0
LAPPD,1.26805,-1.5925,0.698803,-0.027513,0.698803,-1.26775,0
LAPPD,1.26798,-1.55209,0.814194,0.0237164,0.814194,-1.26775,0
LAPPD,1.27022,-1.63317,0.858542,-0.0791783,0.858542,-1.26775,0
LAPPD,1.26929,-0.736223,-0.768725,0.940556,-0.768725,-0.85232,0
LAPPD,1.27355,-0.743671,-0.6725,0.937318,-0.6725,-0.862186,0
LAPPD,1.27011,-0.84625,-0.803754,0.841821,-0.803754,-0.951055,0
LAPPD,1.26834,-0.755126,-0.730133,0.923583,-0.730133,-0.869293,0
LAPPD,1.2683,-0.814765,-0.682959,0.870104,-0.682959,-0.922771,0
LAPPD,1.269,-0.741075,-0.751391,0.936197,-0.751391,-0.856679,0
LAPPD,1.26776,-0.784153,-0.799216,0.897554,-0.799216,-0.895322,0
LAPPD,1.269,-0.829669,-0.00832349,0.856726,-0.00832349,-0.93615,0
LAPPD,1.26879,-0.825812,0.0210397,0.860189,0.0210397,-0.932686,0
LAPPD,1.26891,-0.828001,0.0390816,0.858224,0.0390816,-0.934652,0
LAPPD,1.27058,-0.718752,0.00937269,0.956271,0.00937269,-0.836605,0
LAPPD,1.26806,-0.80729,0.72549,0.87681,0.72549,-0.916065,0
LAPPD,1.26832,-0.75564,0.702347,0.923122,0.702347,-0.869754,0
LAPPD,1.26793,-0.768987,0.722242,0.911151,0.722242,-0.881724,0
LAPPD,1.26987,-0.843104,0.810555,0.844651,0.810555,-0.948225,0
LAPPD,1.26916,-0.738259,0.690672,0.938727,0.690672,-0.854149,0
LAPPD,1.27784,0.0177914,-0.6725,1.27763,-0.6725,0.0227332,0
LAPPD,1.28014,-0.0149044,-0.6725,1.28,-0.6725,-0.019079,0
LAPPD,1.26889,-0.0423847,-0.722295,1.26775,-0.722295,-0.0537656,0
LAPPD,1.27057,-0.0665507,-0.837872,1.26775,-0.837872,-0.0844948,0
LAPPD,1.2688,-0.040668,-0.756282,1.26775,-0.756282,-0.0515855,0
LAPPD,1.28229,-0.0659345,-0.6725,1.2795,-0.6725,-0.0844856,0
LAPPD,1.26936,-0.0502888,-0.689273,1.26775,-0.689273,-0.0638077,0
LAPPD,1.27111,0.0726805,-0.762877,1.26775,-0.762877,0.0923036,0
LAPPD,1.27091,0.0704841,-0.720752,1.26775,-0.720752,0.0895048,0
LAPPD,1.2678,-0.00814469,-0.722382,1.26775,-0.722382,-0.0103257,0
LAPPD,1.27607,-0.062757,0.11,1.27356,0.11,-0.0800299,0
LAPPD,1.27138,0.0754912,-0.0427377,1.26775,-0.0427377,0.0958866,0
LAPPD,1.26867,0.03799,-0.0518612,1.26775,-0.0518612,0.0481852,0
LAPPD,1.26783,-0.0105708,0.0730844,1.26775,0.0730844,-0.0134017,0
LAPPD,1.27201,0.0673128,-0.11,1.26913,-0.11,0.0855582,0
LAPPD,1.27156,-0.0774204,-0.00116175,1.26775,-0.00116175,-0.0983466,0
LAPPD,1.26868,0.0381524,0.837626,1.26775,0.837626,0.0483914,0
LAPPD,1.26788,-0.0143235,0.869539,1.26775,0.869539,-0.0181599,0
LAPPD,1.2679,-0.0149684,0.751924,1.26775,0.751924,-0.0189777,0
LAPPD,1.27659,0.0233398,0.6725,1.27624,0.6725,0.0297926,0
LAPPD,1.26776,0.00360133,0.786012,1.26775,0.786012,0.00456562,0
LAPPD,1.27026,0.848213,-0.712946,0.840054,-0.712946,0.952821,0
LAPPD,1.27115,0.858459,-0.74041,0.830826,-0.74041,0.962049,0
LAPPD,1.2707,0.853469,-0.675347,0.835322,-0.675347,0.957554,0
LAPPD,1.26785,0.797513,-0.729293,0.885577,-0.729293,0.907298,0
LAPPD,1.26906,0.830697,-0.707901,0.855802,-0.707901,0.937073,0
LAPPD,1.26787,0.798734,-0.719042,0.884483,-0.719042,0.908393,0
LAPPD,1.27229,0.869898,-0.755633,0.820509,-0.755633,0.972367,0
LAPPD,1.28141,0.695924,-0.765035,0.983432,-0.765035,0.821504,0
LAPPD,1.27092,0.856022,-0.829776,0.833022,-0.829776,0.959853,0
LAPPD,1.27209,0.868004,-0.810231,0.822218,-0.810231,0.970657,0
LAPPD,1.26945,0.733747,-0.795906,0.942781,-0.795906,0.850095,0
LAPPD,1.27036,0.849423,-0.695056,0.838965,-0.695056,0.95391,0
LAPPD,1.26967,0.730441,-0.81626,0.945753,-0.81626,0.847123,0
LAPPD,1.26785,0.772954,-0.770485,0.907594,-0.770485,0.885281,0
LAPPD,1.27051,0.719531,-0.848148,0.955569,-0.848148,0.837306,0
LAPPD,1.26835,0.754842,-0.841901,0.923838,-0.841901,0.869038,0
LAPPD,1.2683,0.756044,-0.67566,0.922759,-0.67566,0.870116,0
LAPPD,1.27036,0.849486,0.0765464,0.838908,0.0765464,0.953968,1
LAPPD,1.27034,0.849197,0.0360158,0.839169,0.0360158,0.953707,1
LAPPD,1.26778,0.778878,0.0934481,0.902282,0.0934481,0.890593,1
LAPPD,1.26808,0.762727,0.054869,0.916764,0.054869,0.876111,1
LAPPD,1.26776,0.783215,0.0339858,0.898395,0.0339858,0.894481,1
LAPPD,1.26776,0.788817,0.0169531,0.893373,0.0169531,0.899502,1
LAPPD,1.27083,0.715794,0.0829747,0.958934,0.0829747,0.833941,1
LAPPD,1.26995,0.726571,0.0495075,0.949233,0.0495075,0.843642,1
LAPPD,1.27166,0.706978,0.056843,0.966881,0.056843,0.825994,0
LAPPD,1.26995,0.726529,-0.0126672,0.949271,-0.0126672,0.843604,0
LAPPD,1.26929,0.736261,0.0335099,0.940521,0.0335099,0.852354,0
LAPPD,1.26962,0.731184,0.0704626,0.945085,0.0704626,0.84779,1
LAPPD,1.26909,0.739513,-0.0532674,0.9376,-0.0532674,0.855276,0
LAPPD,1.2723,0.700844,0.00705648,0.972416,0.00705648,0.820459,0
LAPPD,1.2692,0.737727,0.0301316,0.939205,0.0301316,0.853671,0
LAPPD,1.26949,0.83774,0.0653862,0.849474,0.0653862,0.943402,1
LAPPD,1.26844,0.75244,0.0363651,0.925993,0.0363651,0.866882,1
LAPPD,1.26951,0.732796,0.0208159,0.943636,0.0208159,0.849239,0
LAPPD,1.27055,0.719012,-0.0817195,0.956036,-0.0817195,0.836839,0
LAPPD,1.26933,0.835267,0.0875623,0.851696,0.0875623,0.941179,1
LAPPD,1.26803,0.806339,0.0923347,0.877663,0.0923347,0.915213,1
LAPPD,1.26999,0.726022,-0.0363349,0.949727,-0.0363349,0.843148,0
LAPPD,1.2682,0.758779,0.00989869,0.920305,0.00989869,0.87257,0
LAPPD,1.27205,0.86761,0.830307,0.822574,0.830307,0.970302,2
LAPPD,1.26785,0.77302,0.726851,0.907534,0.726851,0.885341,2
LAPPD,1.27014,0.724056,0.707688,0.951496,0.707688,0.841379,2
LAPPD,1.26849,0.751379,0.691436,0.926946,0.691436,0.86593,2
LAPPD,1.27098,0.714116,0.778173,0.960446,0.778173,0.832429,2
LAPPD,1.27117,0.858744,0.707238,0.830569,0.707238,0.962306,2
LAPPD,1.26799,0.804541,0.70054,0.879275,0.70054,0.9136,2
LAPPD,1.26858,0.749341,0.705682,0.928774,0.705682,0.864101,2
LAPPD,1.26781,0.794704,0.707007,0.888095,0.707007,0.90478,2
LAPPD,1.27159,0.863075,0.786164,0.826664,0.786164,0.966211,2
LAPPD,1.27023,0.847869,0.852131,0.840363,0.852131,0.952512,2
LAPPD,1.27087,0.715308,0.793977,0.959372,0.793977,0.833503,2
LAPPD,1.27036,0.721281,0.804402,0.953994,0.804402,0.838882,2
LAPPD,1.26957,0.731873,0.764574,0.944465,0.764574,0.84841,2
LAPPD,1.26777,0.780804,0.880934,0.900556,0.880934,0.892319,2
LAPPD,1.26846,0.75198,0.891127,0.926406,0.891127,0.866469,2
LAPPD,1.2696,0.731452,0.790546,0.944844,0.790546,0.848031,2
LAPPD,1.2684,1.53899,-0.822387,0.0403388,-0.822387,1.26775,0
LAPPD,1.26838,1.53947,-0.777546,0.0397222,-0.777546,1.26775,0
LAPPD,1.26834,1.5405,-0.807859,0.038425,-0.807859,1.26775,0
LAPPD,1.26818,1.54498,-0.6992,0.0327408,-0.6992,1.26775,0
LAPPD,1.26831,1.54116,-0.836959,0.0375852,-0.836959,1.26775,0
LAPPD,1.26817,1.54524,-0.761551,0.0324105,-0.761551,1.26775,0
LAPPD,1.26996,1.5118,-0.8298,0.0748847,-0.8298,1.26775,0
LAPPD,1.26932,1.52112,-0.750466,0.0630263,-0.750466,1.26775,0
LAPPD,1.27834,1.49484,-0.6725,0.0970067,-0.6725,1.27465,0
LAPPD,1.27208,1.5003,-0.6725,0.0896048,-0.6725,1.26892,0
LAPPD,1.26998,1.51158,-0.672658,0.0751626,-0.672658,1.26775,0
LAPPD,1.27012,1.50981,-0.692226,0.0774139,-0.692226,1.26775,0
LAPPD,1.27109,1.49834,-0.710922,0.0920173,-0.710922,1.26775,0
LAPPD,1.26842,1.5383,-0.761075,0.0412123,-0.761075,1.26775,0
LAPPD,1.2678,1.56261,-0.807373,0.0103732,-0.807373,1.26775,0
LAPPD,1.26892,1.61358,-0.688116,-0.0542765,-0.688116,1.26775,0
LAPPD,1.27024,1.50829,-0.853764,0.0793486,-0.853764,1.26775,0
LAPPD,1.26786,1.55794,-0.86681,0.0162998,-0.86681,1.26775,0
LAPPD,1.26927,1.61961,-0.732447,-0.0619368,-0.732447,1.26775,0
LAPPD,1.26884,1.52934,0.0893838,0.0525889,0.0893838,1.26775,1
LAPPD,1.27591,1.66066,-0.0804891,-0.1145,-0.0804891,1.27076,0
LAPPD,1.27068,1.63866,-0.0252396,-0.0861644,-0.0252396,1.26775,0
LAPPD,1.26872,1.5317,0.0648909,0.0495897,0.0648909,1.26775,1
LAPPD,1.2702,1.63284,-0.0711959,-0.0787602,-0.0711959,1.26775,0
LAPPD,1.26854,1.60605,0.0353171,-0.0447065,0.0353171,1.26775,1
LAPPD,1.26776,1.56766,-0.0672906,0.00397325,-0.0672906,1.26775,0
LAPPD,1.27028,1.63382,0.0930229,-0.0800013,0.0930229,1.26775,1
LAPPD,1.26844,1.60379,0.695803,-0.0418395,0.695803,1.26775,2
LAPPD,1.2694,1.62177,0.756092,-0.0646725,0.756092,1.26775,2
LAPPD,1.26846,1.53745,0.818715,0.0422879,0.818715,1.26775,2
LAPPD,1.28987,1.4958,0.673672,0.0966438,0.673672,1.28625,2
LAPPD,1.26776,1.56963,0.873146,0.00147535,0.873146,1.26775,2
LAPPD,1.27147,1.6473,0.735624,-0.0971804,0.735624,1.26775,2
LAPPD,1.28754,1.52595,0.674797,0.0577267,0.674797,1.28625,2
LAPPD,1.26795,1.5532,0.713507,0.0223053,0.713507,1.26775,2
LAPPD,1.27055,2.42254,-0.741076,-0.956003,-0.741076,0.836872,0
LAPPD,1.26976,2.41236,-0.837575,-0.946843,-0.837575,0.846033,0
LAPPD,1.26832,2.38602,-0.708378,-0.923181,-0.708378,0.869695,0
LAPPD,1.26873,2.31691,-0.690288,-0.8612,-0.690288,0.931675,0
LAPPD,1.27102,2.28447,-0.785134,-0.832032,-0.785134,0.960844,0
LAPPD,1.26865,2.39376,-0.721978,-0.930128,-0.721978,0.862747,0
LAPPD,1.2678,2.36478,-0.853803,-0.904133,-0.853803,0.888742,0
LAPPD,1.28447,2.2981,-0.6725,-0.853988,-0.6725,0.959457,0
LAPPD,1.27146,2.43257,-0.685483,-0.96504,-0.685483,0.827835,0
LAPPD,1.27311,2.40414,-0.6725,-0.942335,-0.6725,0.856049,0
LAPPD,1.27013,2.41738,0.052174,-0.951358,0.052174,0.841517,0
LAPPD,1.26786,2.34357,-0.0148513,-0.885116,-0.0148513,0.90776,0
LAPPD,1.26787,2.34251,-0.0439945,-0.884172,-0.0439945,0.908703,0
LAPPD,1.26775,2.35561,0.0175028,-0.895913,0.0175028,0.896962,0
LAPPD,1.26782,2.34596,-0.0822626,-0.887266,-0.0822626,0.905609,0
LAPPD,1.2686,2.39282,-0.0774072,-0.929282,-0.0774072,0.863594,0
LAPPD,1.27152,2.27917,-0.0420578,-0.827256,-0.0420578,0.96562,0
LAPPD,1.27032,2.29267,0.0981394,-0.839416,0.0981394,0.953459,0
LAPPD,1.27009,2.41688,0.773718,-0.950909,0.773718,0.841966,0
LAPPD,1.26787,2.34246,0.88417,-0.884124,0.88417,0.908752,0
LAPPD,1.26816,2.38151,0.809583,-0.919135,0.809583,0.87374,0
LAPPD,1.26809,2.3792,0.885843,-0.917067,0.885843,0.875808,0
LAPPD,1.26863,3.10447,-0.691838,-1.26775,-0.691838,0.0470853,0
LAPPD,1.26877,3.1015,-0.689464,-1.26775,-0.689464,0.050856,0
LAPPD,1.26846,3.10831,-0.685979,-1.26775,-0.685979,0.0422075,0
LAPPD,1.28603,-3.10015,-0.6725,-1.28493,-0.6725,-0.0532863,0
LAPPD,1.26784,-3.12967,-0.738051,-1.26775,-0.738051,-0.0151187,0
LAPPD,1.26801,3.12156,-0.791796,-1.26775,-0.791796,0.0253975,0
LAPPD,1.27157,-3.0641,-0.711131,-1.26775,-0.711131,-0.0984451,0
LAPPD,1.27225,-3.05754,-0.804624,-1.26775,-0.804624,-0.106805,0
LAPPD,1.27148,-3.06499,-0.675152,-1.26775,-0.675152,-0.0973028,0
LAPPD,1.28871,-3.07977,-0.678259,-1.28625,-0.678259,-0.0796225,0
LAPPD,1.27156,3.06423,0.0913988,-1.26775,0.0913988,0.0982682,0
LAPPD,1.26899,3.0974,0.88,-1.26775,0.88,0.0560625,0
LAPPD,1.26841,-3.10955,0.815048,-1.26775,0.815048,-0.0406347,0
LAPPD,1.26981,-3.08462,0.682915,-1.26775,0.682915,-0.0723032,0
LAPPD,1.27035,-3.07763,0.772356,-1.26775,0.772356,-0.0811942,0
LAPPD,1.26952,-3.0889,0.67863,-1.26775,0.67863,-0.066865,0
LAPPD,1.27014,3.08032,0.80426,-1.26775,0.80426,0.0777711,0
LAPPD,1.26783,-2.36724,-0.736524,-0.906341,-0.736524,-0.886535,0
LAPPD,1.27126,-2.28187,-0.707245,-0.829684,-0.707245,-0.963191,0
LAPPD,1.26819,-2.3824,-0.83468,-0.919938,-0.83468,-0.872938,0
LAPPD,1.26795,-2.33873,-0.839057,-0.880784,-0.839057,-0.912092,0
LAPPD,1.26828,-2.3274,-0.698438,-0.870618,-0.698438,-0.922257,0
LAPPD,1.27104,-2.28423,-0.0815234,-0.831812,-0.0815234,-0.961064,0
LAPPD,1.26967,-2.3012,-0.0210574,-0.847085,-0.0210574,-0.945791,0
LAPPD,1.26851,-2.39067,-0.0357706,-0.927357,-0.0357706,-0.865519,0
LAPPD,1.27049,-2.42186,0.761273,-0.955384,0.761273,-0.837492,0
LAPPD,1.26788,-2.37015,0.709482,-0.908949,0.709482,-0.883927,0
LAPPD,1.26776,-2.35736,0.69519,-0.897482,0.69519,-0.895394,0
LAPPD,1.26914,-2.4029,0.6947,-0.938338,0.6947,-0.854537,0
LAPPD,1.26805,-2.37792,0.766087,-0.915915,0.766087,-0.876961,0

Event number,598,Run number,0,Subrun number,-1,Ring count,1
Detector type,Radius in m,Angle in rad,Height in m,x in m,y in m,z in m, Ring number 
PMT,1.09972,-1.32776,-0.681467,0.264648,-0.681467,-1.0674,0
PMT,1.09972,-1.32776,-0.2537,0.264648,-0.2537,-1.0674,0
PMT,1.09972,-1.32776,0.601833,0.264648,0.601833,-1.0674,0
PMT,1.19881,-1.04089,-1.10923,0.605947,-1.10923,-1.0344,0
PMT,1.19881,-1.04089,-0.2537,0.605947,-0.2537,-1.0344,0
PMT,1.09972,-1.02843,0.174067,0.567633,0.174067,-0.941902,0
PMT,1.19881,-1.04089,1.0296,0.605947,1.0296,-1.0344,0
PMT,1.09972,-0.542363,-0.2537,0.941901,-0.2537,-0.567633,0
PMT,1.09972,-0.542363,0.174067,0.941901,0.174067,-0.567633,0
PMT,1.09972,-0.542363,0.601833,0.941901,0.601833,-0.567633,0
PMT,1.09972,-0.243035,-0.681467,1.0674,-0.681467,-0.264648,0
PMT,1.19881,-0.255488,-0.2537,1.1599,-0.2537,-0.302961,0
PMT,1.09972,-0.243035,0.174067,1.0674,0.174067,-0.264648,0
PMT,1.09972,-0.243035,0.601833,1.0674,0.601833,-0.264648,0
PMT,1.19881,-0.255488,1.0296,1.1599,1.0296,-0.302961,0
PMT,1.09972,0.243035,0.174067,1.0674,0.174067,0.264648,0
PMT,1.19881,0.255488,1.0296,1.1599,1.0296,0.302961,0
PMT,1.19881,0.52991,-0.2537,1.0344,-0.2537,0.605947,0
PMT,1.09972,0.542363,0.174067,0.941901,0.174067,0.567633,0
PMT,1.09972,0.542363,0.601833,0.941901,0.601833,0.567633,0
PMT,1.19881,0.52991,1.0296,1.0344,1.0296,0.605947,0
PMT,1.19881,1.04089,-0.681467,0.605947,-0.681467,1.0344,0
PMT,1.09972,1.02843,-0.2537,0.567633,-0.2537,0.941902,0
PMT,1.09972,1.02843,0.174067,0.567633,0.174067,0.941902,0
PMT,1.09972,1.02843,0.601833,0.567633,0.601833,0.941902,0
PMT,1.19881,1.04089,1.0296,0.605947,1.0296,1.0344,0
PMT,1.19881,1.31531,-1.10923,0.302961,-1.10923,1.1599,0
PMT,1.09972,1.32776,-0.681467,0.264648,-0.681467,1.0674,0
PMT,1.09972,1.32776,-0.2537,0.264648,-0.2537,1.0674,0
PMT,1.09972,1.32776,0.174067,0.264648,0.174067,1.0674,0
PMT,1.09972,1.32776,0.601833,0.264648,0.601833,1.0674,0
PMT,1.19881,1.31531,1.0296,0.302961,1.0296,1.1599,1
PMT,1.19881,1.82628,-1.10923,-0.302961,-1.10923,1.1599,0
PMT,1.19881,1.82628,-0.681467,-0.302961,-0.681467,1.1599,0
PMT,1.09972,1.81383,-0.2537,-0.264648,-0.2537,1.0674,0
PMT,1.09972,1.81383,0.174067,-0.264648,0.174067,1.0674,1
PMT,1.09972,1.81383,0.601833,-0.264648,0.601833,1.0674,1
PMT,1.19881,1.82628,1.0296,-0.302961,1.0296,1.1599,1
PMT,1.09972,2.11316,-0.2537,-0.567633,-0.2537,0.941902,1
PMT,1.09972,2.11316,0.174067,-0.567633,0.174067,0.941902,1
PMT,1.19881,2.10071,1.0296,-0.605947,1.0296,1.0344,1
PMT,1.09972,2.59923,-0.681467,-0.941901,-0.681467,0.567633,1
PMT,1.09972,2.59923,-0.2537,-0.941901,-0.2537,0.567633,1
PMT,1.09972,2.59923,0.174067,-0.941901,0.174067,0.567633,1
PMT,1.09972,2.59923,0.601833,-0.941901,0.601833,0.567633,1
PMT,1.19881,2.61168,1.0296,-1.0344,1.0296,0.605947,1
PMT,1.19881,2.8861,-1.10923,-1.1599,-1.10923,0.302961,1
PMT,1.19881,2.8861,-0.2537,-1.1599,-0.2537,0.302961,1
PMT,1.09972,2.89856,0.174067,-1.0674,0.174067,0.264648,1
PMT,1.09972,2.89856,0.601833,-1.0674,0.601833,0.264648,1
PMT,1.19881,2.8861,1.0296,-1.1599,1.0296,0.302961,1
PMT,1.09972,-2.89856,-0.681467,-1.0674,-0.681467,-0.264648,0
PMT,1.09972,-2.89856,-0.2537,-1.0674,-0.2537,-0.264648,0
PMT,1.19881,-2.8861,1.0296,-1.1599,1.0296,-0.302961,0
PMT,1.19881,-2.61168,-1.10923,-1.0344,-1.10923,-0.605947,0
PMT,1.19881,-2.61168,-0.2537,-1.0344,-0.2537,-0.605947,0
PMT,1.09972,-2.59923,0.174067,-0.941901,0.174067,-0.567633,0
PMT,1.09972,-2.11316,-0.681467,-0.567633,-0.681467,-0.941902,0
PMT,1.09972,-2.11316,-0.2537,-0.567633,-0.2537,-0.941902,0
PMT,1.09972,-2.11316,0.174067,-0.567633,0.174067,-0.941902,0
PMT,1.19881,-2.10071,1.0296,-0.605947,1.0296,-1.0344,0
PMT,1.19881,-1.82628,-1.10923,-0.302961,-1.10923,-1.1599,0
PMT,1.19881,-1.82628,-0.2537,-0.302961,-0.2537,-1.1599,0
PMT,1.09972,-1.81383,0.174067,-0.264648,0.174067,-1.0674,0
PMT,1.09972,-1.81383,0.601833,-0.264648,0.601833,-1.0674,0
PMT,1.19881,-1.82628,1.0296,-0.302961,1.0296,-1.1599,0
PMT,0.85,-1.37445,1.5327,0.165827,1.5327,-0.833668,0
PMT,0.85,-2.15984,1.5327,-0.472235,1.5327,-0.706749,0
PMT,0.85,2.94524,1.5327,-0.833668,1.5327,0.165827,0
PMT,0.85,2.55254,1.5327,-0.706749,1.5327,0.472235,0
PMT,0.85,2.15984,1.5327,-0.472235,1.5327,0.706749,1
PMT,0.85,1.76715,1.5327,-0.165827,1.5327,0.833667,0
PMT,0.85,1.37445,1.5327,0.165827,1.5327,0.833667,0
PMT,0.85,0.981748,1.5327,0.472235,1.5327,0.706749,0
PMT,0.85,0.589049,1.5327,0.706749,1.5327,0.472235,0
PMT,0.85,0.196349,1.5327,0.833668,1.5327,0.165827,0
PMT,0.3,0,1.5327,0.3,1.5327,0,0
PMT,0.3,-1.5708,1.5327,2.12714e-17,1.5327,-0.3,0
PMT,0.3,3.14159,1.5327,-0.3,1.5327,0,0
PMT,0.3,1.5708,1.5327,-5.22074e-17,1.5327,0.3,0
PMT,0.832042,2.54573,-1.63144,-0.68865,-1.63144,0.466963,0
PMT,0.712376,2.88278,-1.63144,-0.68865,-1.63144,0.182321,0
PMT,0.832042,-2.54573,-1.63144,-0.68865,-1.63144,-0.466963,0
PMT,0.785877,1.86721,-1.63144,-0.22955,-1.63144,0.751605,0
PMT,0.520334,-2.02769,-1.63144,-0.22955,-1.63144,-0.466963,0
PMT,0.785877,1.27438,-1.63144,0.22955,-1.63144,0.751605,0
PMT,0.293145,-0.671227,-1.63144,0.22955,-1.63144,-0.182321,0
PMT,0.520334,-1.11391,-1.63144,0.22955,-1.63144,-0.466963,0
LAPPD,1.26778,0.779585,-0.0157445,0.901649,-0.0157445,0.891226,0
LAPPD,1.26895,0.828882,0.796914,0.857433,0.796914,0.935442,0
LAPPD,1.26796,1.55279,0.866943,0.0228256,0.866943,1.26775,1
LAPPD,1.26803,1.5917,0.886915,-0.0265074,0.886915,1.26775,1
LAPPD,1.26965,1.6254,0.808007,-0.0692925,0.808007,1.26775,1
LAPPD,1.26832,1.60055,0.83915,-0.0377264,0.83915,1.26775,1
LAPPD,1.26866,1.60863,0.811654,-0.0479867,0.811654,1.26775,1
LAPPD,1.26807,1.59315,0.846356,-0.02835,0.846356,1.26775,1
LAPPD,1.27037,1.63501,0.740166,-0.0815155,0.740166,1.26775,1
LAPPD,1.26908,1.61655,0.838082,-0.0580422,0.838082,1.26775,1
LAPPD,1.26781,1.57978,0.796804,-0.0113943,0.796804,1.26775,1
LAPPD,1.26776,1.56949,0.821014,0.00165037,0.821014,1.26775,1
LAPPD,1.26787,1.58412,0.791744,-0.0168935,0.791744,1.26775,1
LAPPD,1.26843,1.5381,0.864596,0.0414655,0.864596,1.26775,1
LAPPD,1.26786,1.58397,0.763529,-0.0166968,0.763529,1.26775,1
LAPPD,1.26891,1.52809,0.835248,0.05418,0.835248,1.26775,1
LAPPD,1.26929,1.52154,0.828631,0.0624938,0.828631,1.26775,1
LAPPD,1.26915,1.52387,0.82309,0.0595344,0.82309,1.26775,1
LAPPD,1.26849,1.53678,0.81108,0.0431415,0.81108,1.26775,1
LAPPD,1.2697,1.51545,0.834591,0.0702331,0.834591,1.26775,1
LAPPD,1.27237,1.48556,0.857946,0.108325,0.857946,1.26775,1
LAPPD,1.27172,1.49179,0.811546,0.100369,0.811546,1.26775,1
LAPPD,1.26894,2.39939,-0.0430097,-0.935187,-0.0430097,0.857689,1
LAPPD,1.26986,2.29856,0.857435,-0.844717,0.857435,0.948158,1
