48,133.357,10.0521,1.52927,1.74896,0.339309,-0.0835769,-0.140608,0.588044,0.323756,1966.78,0
86,826.723,30.0058,0.499352,1.60765,0.34638,0.486629,0.458516,0.673368,0.508152,964.922,1
50,141.236,68.31,1.73982,1.90069,0.538498,-0.35171,-0.359768,0.801505,0.304034,564.038,4
45,149.585,8.46667,1.06292,1.53104,0.238054,0.104838,-0.0130747,0.639077,0.354115,870.52,6
47,283.22,66.5957,0.798523,1.66845,0.470652,0.127241,-0.0817154,0.229062,0.716425,1876.87,7
104,563.999,249.365,0.641788,1.01045,0.302911,0.25522,-0.00179985,0.239473,0.375777,251.723,11
105,1077.26,12.0238,0.396249,1.57435,0.394036,0.604549,0.635076,0.508234,0.746847,1343.38,13
115,2817.47,14.6957,0.14211,0.982558,0.156383,0.132551,0.0767517,0.941222,0.0168737,1434.35,14
61,314.084,12.9836,0.625755,1.07313,0.105275,0.0669533,0.035376,0.01521,0.383049,1301.59,15
104,1720.13,18.3558,0.247361,1.56981,0.283318,0.412371,0.538361,0.944887,0.492813,769.322,16
77,534.752,29.1169,0.579614,1.31268,0.248377,0.209925,0.108215,0.75543,0.0264189,1558.78,24
30,116.981,41.3833,1.92727,2.0827,1.71026,-2.61961,-4.3341,0.629728,0.387375,303.559,27
98,808.479,10.7551,0.63536,1.39741,0.246641,0.250801,0.213435,0.34552,0.614832,1158.53,28
125,4391.31,14.216,0.127888,0.982678,0.15779,0.114704,0.0379892,0.431985,0.561282,1632.79,30
12,13.731,187.917,2.68061,2.37874,0.284437,-0.224447,-0.0429046,0.82159,0.214121,1380.16,31
64,497.173,18.0234,0.70983,1.78813,0.496657,0.755737,0.621841,0.534237,0.477471,689.481,34
34,55.5573,65.8971,2.1585,2.02115,0.467545,-0.36117,-0.169737,0.790868,0.292303,711.025,37
67,287.176,10.4403,1.40562,1.87509,0.476783,-0.0107226,-0.25978,0.778722,0.472842,1169.7,38
99,760.184,481.323,0.688573,1.45756,0.357667,0.41005,0.292067,0.92917,0.226032,356.492,40
126,2769.23,12.5714,0.10973,1.0928,0.25687,0.26153,0.12897,0.983,0.317581,923.726,41
46,97.8489,51.2283,1.99885,2.0522,0.599029,-0.506577,-0.373808,0.411639,0.25281,447.096,46
71,359.37,12.4718,1.56185,2.0587,0.777799,-0.324434,-1.0062,0.344615,0.704504,724.515,47
103,1083.41,17.8204,0.310768,1.55085,0.436499,0.650159,0.586798,0.620745,0.758183,1800.44,48
91,967.273,11.1703,0.422461,1.30065,0.216325,0.180157,0.133361,0.246074,0.44999,1815.93,50
75,604.321,11.1733,0.659156,1.60192,0.33837,0.442709,0.338279,0.458159,0.479446,1915.16,51
32,53.4699,8.32812,1.70505,1.80814,0.571956,-0.119133,-0.352562,0.384874,0.237198,443.003,59
71,349.303,10.5704,0.692855,1.38361,0.284322,0.25504,0.128137,0.694957,0.172483,1901.22,62
105,1580.98,10.9095,0.324095,1.34748,0.192504,0.224655,0.243201,0.847092,0.152716,1493.87,64
133,3262.93,13.812,0.1246,0.910942,0.182601,0.137444,0.0271907,0.919156,0.0737951,1501.15,65
115,1949.4,14.1261,0.32415,1.15629,0.174746,0.170098,0.122225,0.238955,0.501567,1455.22,67
116,1791.08,19.5517,0.280751,1.16206,0.171153,0.16078,0.101701,0.901798,0.201229,1799.11,68
97,962.632,14.9845,0.333327,1.1315,0.160518,0.168095,0.151684,0.742931,0.0311178,1450.03,69
43,101.002,42.3605,2.46359,2.20018,0.277274,-0.259848,0.112053,0.273107,0.421385,341.139,71
71,748.425,10.4859,0.316484,1.77316,0.422804,0.707335,0.91059,0.629797,0.478985,1382.97,72
124,1949.74,17.2298,0.240262,1.20086,0.243224,0.265277,0.190258,0.463484,0.471218,874.519,74
98,1016.38,11.9133,0.173758,1.61608,0.573317,0.924846,0.815393,0.77605,0.897432,1638.15,76
80,627.902,11.5563,0.131257,1.95981,1.01679,1.95709,1.13551,0.676474,0.729033,1580.18,80
95,1249.72,23.5632,0.312131,1.55426,0.304724,0.434454,0.471048,0.703826,0.452721,1900.93,84
121,2230.56,13.6901,0.132753,1.13237,0.302373,0.336274,0.211483,0.471082,0.549234,1348.57,89
133,3518.47,17.7481,0.0717901,0.949446,0.250094,0.194407,-0.0105875,0.711919,0.213827,1955.79,90
104,1173.82,11.149,0.279844,1.55747,0.638621,1.07331,0.876804,0.684139,0.967199,971.747,91
70,544.905,106.314,0.348839,1.24941,0.21874,0.313723,0.408244,0.835886,0.370709,245.887,92
123,1625.25,39.1098,0.165885,0.706987,0.179074,0.110544,-0.00894064,0.209711,0.361164,429.689,93
30,53.3163,38.8,1.67452,1.82784,0.529981,-0.218535,-0.372334,0.321096,0.20488,969.932,96
132,3296.18,66.8182,0.0792364,0.60761,0.147738,0.0714744,-0.0264166,0.0703468,0.311604,668.659,99
93,832.408,12.1183,0.592993,1.16832,0.136247,0.0930227,0.0490227,0.254927,0.139789,1337.21,102
57,504.376,111.193,0.512107,1.4325,0.565279,0.701777,0.0744086,0.917978,0.549224,222.629,103
116,2370.84,13.6336,0.17344,1.02751,0.166816,0.137246,0.0571122,0.692336,0.128387,1571.42,106
121,2962.29,14.7645,0.124174,1.05662,0.167164,0.181878,0.17698,0.777075,0.119615,1466.72,108
83,676.883,12.0783,0.704684,1.72308,0.44865,0.62516,0.475819,0.612774,0.368116,969.62,109
116,4430.16,13.6853,0.0695303,1.02071,0.1519,0.127779,0.0814679,0.64212,0.189776,1307.87,112
125,4467.22,14.684,0.124105,0.990319,0.127417,0.103122,0.0747621,0.568125,0.295354,1881.97,113
78,952.474,11.5256,0.387928,1.72729,0.554027,0.872796,0.722412,0.54115,0.566242,1937.31,116
67,190.181,48.9851,1.30971,1.55204,0.403442,-0.00990936,-0.153181,0.374275,0.195663,549.767,117
124,2426.62,26.9758,0.33525,1.05944,0.109531,0.0833474,0.0453825,0.320875,0.0892454,1990.25,118
91,475.969,13.3297,0.494896,1.1425,0.229705,0.205586,0.0791472,0.814916,0.0549739,1485.55,123
22,41.363,59.6136,1.01567,1.324,0.241985,0.140353,-0.014899,0.312773,0.171498,822.91,128
57,454.064,34.114,0.563793,1.80775,0.40264,0.623976,0.687657,0.682347,0.439072,427.202,132
130,2626.05,12.4962,0.220297,1.20178,0.340913,0.440647,0.402676,0.343297,0.686257,1624.99,134
59,327.731,35.7373,1.21346,1.81607,0.46149,0.0854011,-0.227686,0.969615,0.325301,1385.03,135
131,3502.51,13.7176,0.126354,0.85555,0.162678,0.118663,0.0272171,0.567732,0.086359,1638.95,139
88,986.131,17.0341,0.299544,1.74634,0.458912,0.793356,0.965225,0.630197,0.578942,1743.94,140
15,21.4492,9.33333,2.50757,2.25479,0.351041,-0.274115,-0.141621,0.946209,0.195944,1368.4,141
130,2380.82,17.6423,0.231637,1.08245,0.208711,0.238315,0.251886,0.245505,0.806895,1150.99,142
60,204.068,19.7917,1.22234,1.75389,0.515028,0.113607,-0.225086,0.560643,0.36785,797.183,143
107,791.014,12.8318,0.474834,1.36812,0.321881,0.446819,0.481738,0.631804,0.300663,1721.94,146
102,1740.29,37.75,0.046407,0.700874,0.0812442,0.0497414,0.0183034,0.0557298,0.0396359,696.16,147
94,613.155,10.5053,0.505778,1.23554,0.307152,0.326661,0.185405,0.82044,0.20127,503.008,150
105,1404.05,12.9667,0.439804,1.605,0.235456,0.334473,0.419817,0.968481,0.205094,1125.1,153
110,856.342,27.2864,0.529553,1.50123,0.35032,0.497235,0.479623,0.56924,0.555739,740.161,156
18,35.1541,9,2.64649,2.17787,0.597541,-0.611466,-0.413552,0.670919,0.241703,472.03,158
75,1773.74,11.9333,0.178431,1.52584,0.228472,0.292409,0.356234,0.876677,0.508297,560.281,159
125,3044.71,14.368,0.24541,1.12503,0.156427,0.135696,0.077983,0.812851,0.137607,1467.92,160
36,93.0423,9.04167,1.23455,1.87526,0.471999,0.344294,-0.0156538,0.742976,0.201129,1102.26,161
125,3190.16,14.432,0.10068,1.04039,0.216585,0.177784,0.0512625,0.904761,0.29417,1133.76,162
63,407.022,9.87302,1.09045,1.81053,0.688108,-0.0348068,-0.64304,0.495166,0.467534,1680.98,165
132,4616.99,13.8598,0.118733,0.702498,0.132044,0.0719482,-0.00785308,0.252418,0.230975,1008.14,167
11,12.6283,87.7273,2.12185,2.2152,0.338088,-0.192046,-0.151045,0.966882,0.199763,1300.21,168
102,2837.28,49.1912,0.0960416,1.00308,0.138078,0.101265,0.0446091,0.830461,0.0654954,639.912,171
122,1980.16,13.6434,0.333595,1.21392,0.196955,0.243431,0.29797,0.523657,0.455719,1765.31,172
104,1209.05,12.4952,0.444135,1.24202,0.197428,0.153447,0.0866192,0.554296,0.29658,1746.52,174
101,1068.48,519.366,0.470568,1.35159,0.295448,0.321283,0.250338,0.254,0.636385,381.073,175
64,393.84,12.7109,0.577207,1.05137,0.117381,0.0593584,0.0258089,0.304774,0.0439642,516.145,176
47,217.634,20.2128,1.14507,1.74035,0.493047,-0.0591598,-0.308898,0.873454,0.359565,684.447,177
51,97.7032,35.5098,2.97076,2.2463,1.16163,-1.69919,-1.35912,0.358641,0.469765,587.293,179
110,2166.02,13.9727,0.183656,1.16192,0.151805,0.15518,0.135975,0.826381,0.0846242,1525.48,180
44,171.065,8.38636,1.97604,1.97554,1.2316,-1.76007,-1.6114,0.45158,0.378283,537.08,182
135,4119.78,16.6074,0.0672386,0.677476,0.165929,0.0982955,-0.0153866,0.42497,0.0461957,1271.76,183
35,96.5018,27.4857,2.19853,2.16408,0.396366,-0.275266,-0.176133,0.316932,0.290057,1738.85,186
113,2754.73,17.469,0.228648,1.37933,0.165332,0.203172,0.270039,0.652234,0.584775,988.203,187
20,33.7772,7,2.10862,2.05162,0.375596,-0.218531,-0.143174,0.675458,0.200885,1355.2,188
122,2689.07,18.3566,0.181653,1.18056,0.276126,0.300437,0.191429,0.602259,0.436682,781.044,191
59,132.142,9.83898,1.97583,2.00944,0.340716,-0.195878,-0.087064,0.891625,0.355065,504.89,193
96,570.539,10.4792,0.670534,1.13761,0.301014,0.280784,0.0814472,0.300175,0.218262,817.258,196
99,674.621,11.3384,0.588549,1.08509,0.160606,0.0756558,0.032205,0.164991,0.283985,1535.97,197
52,280.052,14.2019,0.849822,1.59856,0.285057,0.312112,0.240557,0.87953,0.390568,1797.01,200
100,1014.31,12.1,0.438723,1.34586,0.247676,0.283689,0.224705,0.519081,0.323402,620.634,203
111,806.737,11.0811,0.486249,1.26034,0.212406,0.199487,0.116759,0.783269,0.19277,1426.76,204
13,28.6511,79.6154,0.919802,1.28477,0.195318,0.071969,-0.0161385,0.189776,0.2606,1128.23,206
117,1567.91,13.3205,0.435804,1.07299,0.131474,0.0951784,0.0549135,0.287873,0.37076,1773.88,209
38,164.039,51.5921,1.50669,1.98236,0.764982,-0.579484,-0.84085,0.435531,0.512442,1317.81,210
93,1118.53,13.3817,0.476022,1.2657,0.204739,0.213931,0.171738,0.299147,0.351031,668.674,212
117,1262.34,123.521,0.0470417,0.863356,0.347319,0.271853,-0.1123,0.974538,0.086069,384.634,213
114,1750.88,29.2763,0.212835,1.03332,0.148201,0.139731,0.0898775,0.677848,0.108774,672.372,214
41,157.247,12.1585,1.71821,1.81594,1.1352,-1.48867,-1.61492,0.185279,0.642407,843.249,215
77,750.956,10.2792,0.71351,1.42787,0.171091,0.154846,0.126952,0.994662,0.308189,503.219,219
42,179.315,10.3571,0.815428,1.43928,0.288927,0.291174,0.172635,0.249846,0.263503,1995.99,221
92,1018.75,10.2989,0.591865,1.3857,0.225291,0.208229,0.126616,0.818905,0.182916,865.41,222
120,2499.52,14.1875,0.162316,1.00911,0.190479,0.151839,0.042172,0.763055,0.168724,672.997,227
105,599.531,10.919,0.455545,1.72721,0.816355,1.31534,0.36922,0.785055,0.845912,1209.9,228
134,3866.32,14.6231,0.0842897,0.835645,0.161161,0.120356,0.0402118,0.605844,0.0936011,1057.91,232
85,697.317,35.3941,0.525803,1.27424,0.195748,0.185529,0.123742,0.29616,0.393836,1188.84,234
87,1530.49,12.3851,0.341703,1.28764,0.199749,0.194676,0.147339,0.633339,0.183526,899.279,235
95,1322.77,12.7526,0.362726,1.60187,0.321837,0.480468,0.553644,0.968224,0.703113,929.421,239
40,409.667,57.75,0.70477,1.34098,0.157408,0.0761193,0.0528981,0.225153,0.518589,1902.58,240
94,1204.66,12.1862,0.529807,1.53244,0.295749,0.415266,0.413949,0.688168,0.306104,1733.67,243
132,3397.07,12.9697,0.0863713,1.09575,0.264414,0.28579,0.194753,0.561006,0.499592,1919.84,247
93,932.111,78.7312,0.146179,1.02884,0.343276,0.327545,0.038879,0.878997,0.314695,336.856,248
119,1982.85,13.0042,0.0247711,1.42458,0.573575,0.873848,0.663167,0.873461,0.664151,1215.59,250
67,444.862,10.4179,0.680003,2.01207,0.658797,1.06441,0.661574,0.692552,0.630489,1548.35,251
75,455.934,10.5667,0.625144,1.28226,0.197561,0.257648,0.320108,0.582422,0.186475,1442.63,252
108,3273.99,22.3889,0.175533,1.46443,0.165393,0.207531,0.28556,0.880273,0.42616,1800.02,253
39,108.785,18.1282,0.638277,1.19752,0.317244,0.463188,0.490267,0.65734,0.107822,389.306,259
135,4644.09,12.0815,0.0726401,0.860387,0.231383,0.169008,-0.0159067,0.771885,0.113087,1667.69,265
14,30.5826,124.857,0.933242,1.30825,0.308042,0.1942,0.0273227,0.206288,0.167226,962.01,266
97,1190.3,11.933,0.232177,1.51792,0.510414,0.8031,0.747088,0.962048,0.699993,599.638,272
130,2691.21,18.2,0.251631,1.32177,0.208345,0.298375,0.392015,0.71055,0.269884,1675.97,273
15,24.2108,8.43333,2.4655,2.35381,0.121291,-0.0716171,0.017466,0.26633,0.227351,1623.68,275
118,2522.25,14.2246,0.274043,0.98184,0.114987,0.0854396,0.0396304,0.337067,0.03293,1217.3,276
125,2624.48,26.232,0.184709,0.886858,0.137755,0.110582,0.0474703,0.597816,0.0413434,974.971,278
115,2914.84,22.613,0.115604,1.32704,0.265195,0.340091,0.392136,0.719738,0.60456,1239.24,283
104,1719.29,11.5625,0.195972,1.32844,0.261506,0.317122,0.305312,0.609491,0.759613,522.125,285
37,77.8375,36.1892,3.03709,2.15693,1.70358,-2.83817,-3.53553,0.573907,0.410659,904.707,287
92,767.394,24.1087,0.564631,1.5751,0.32873,0.448827,0.455617,0.782878,0.453476,970.216,288
112,1985.47,13.125,0.201128,1.19876,0.22603,0.238328,0.169041,0.71635,0.36332,677.593,292
49,161.585,36.5612,1.53037,1.74716,0.489551,-0.200754,-0.32724,0.698291,0.355328,1083.18,293
28,53.0801,62.625,1.47523,1.52987,0.257085,-0.0816663,-0.0414243,0.52906,0.188659,1127.24,296
128,3429.42,14.3047,0.201417,0.891325,0.158394,0.110998,0.0211542,0.318464,0.343273,1984.03,297
31,39.3707,10.3871,1.87112,1.97145,0.256916,-0.0243692,-0.043313,0.236655,0.296655,1207.09,301
108,3728.98,14.3426,0.117538,1.20708,0.138365,0.144582,0.154409,0.932902,0.192977,1407.4,302
95,592.11,9.32105,0.717796,1.37028,0.279028,0.282251,0.165332,0.464908,0.329359,1867.47,304
101,1005.61,15.5396,0.497267,1.39831,0.206136,0.214071,0.191411,0.368802,0.310629,778.94,305
126,4436.49,20.2579,0.0502649,0.747181,0.164864,0.108368,0.00990389,0.177384,0.606866,1413.99,306
60,664.407,17.9167,0.464374,1.78241,0.301362,0.534245,0.768816,0.488806,0.444789,448.578,307
64,417.38,10.1016,0.694527,1.67567,0.377777,0.436721,0.221053,0.549016,0.598671,383.905,308
131,3746.46,12.4466,0.136253,1.03193,0.190082,0.168205,0.105752,0.503201,0.528149,1741.23,310
135,5210.18,13.737,0.120055,0.671083,0.133539,0.0726267,-0.00868347,0.238704,0.220576,1478.89,314
115,1999.33,21.413,0.222549,1.28059,0.277655,0.33555,0.290459,0.366399,0.596781,1806.35,315
39,74.6139,11.6923,2.09346,2.05339,0.649041,-0.603684,-0.485091,0.566688,0.401369,1269.08,316
104,1900.92,12.0385,0.198175,1.51451,0.339843,0.451494,0.417394,0.95682,0.616914,1769.95,320
123,2117.63,12.6585,0.0897828,1.41831,0.465402,0.671212,0.546931,0.857151,0.603794,1384.77,322
77,696.437,11.6104,0.587412,1.92262,0.493519,0.771014,0.688059,0.774224,0.483139,854.127,325
27,211.157,7.53704,1.91507,2.00271,1.03757,-1.10273,-1.99048,0.426316,0.310046,970.252,326
61,401.375,9.54918,0.697576,1.75951,0.499009,0.572654,0.28524,0.82101,0.570602,451.314,331
87,1297.46,29.1322,0.188169,1.53556,0.312869,0.417952,0.432711,0.6576,0.574198,646.77,332
114,2108.85,12.8772,0.356669,1.2991,0.177693,0.187425,0.217941,0.644504,0.339466,1390.73,333
46,109.409,10.9674,1.64627,1.71597,0.26907,-0.0483132,-0.0658691,0.187754,0.468481,309.021,334
91,842.751,10.5769,0.567226,1.51213,0.281325,0.320097,0.272986,0.991297,0.430833,1906.96,343
58,280.67,243.31,0.0727169,1.88466,1.19777,2.39165,1.03326,0.955239,0.656222,249.184,344
129,2817.11,13.3217,0.157159,1.24745,0.282497,0.34189,0.341602,0.550674,0.730171,1934.16,346
20,24.7587,7.75,2.95111,2.41083,0.62369,-0.847354,0.165792,0.546473,0.320836,1625.56,347
110,1051.95,10.7227,0.409252,1.57418,0.401021,0.598923,0.585489,0.780818,0.747853,1063.22,353
106,716.707,155.901,0.0608404,1.02017,0.486296,0.544579,0.119057,0.711918,0.42173,288.264,355
113,1386.09,12.6283,0.374511,1.31408,0.275503,0.379236,0.424772,0.355575,0.845724,808.733,356
98,782.341,12.1633,0.67825,1.29898,0.189265,0.126574,0.0479268,0.250537,0.196985,1909.18,358
60,145.807,47.1667,1.49405,1.7678,0.368328,-0.0527087,-0.173401,0.500521,0.129268,924.839,359
134,3906.27,14.5336,0.0703822,0.652422,0.14122,0.0751403,-0.0150684,0.333566,0.0793096,982.795,362
113,2029.27,35.792,0.0827027,1.31741,0.341337,0.416812,0.32274,0.873027,0.512929,923.725,363
91,576.037,11.1099,0.712704,1.59742,0.443831,0.614229,0.541479,0.721286,0.529908,969.567,364
112,1691.99,11.5759,0.348573,1.15225,0.150339,0.132679,0.0989012,0.392195,0.485386,618.998,365
129,2966.4,13.4225,0.0852691,0.96435,0.232301,0.180489,0.00749975,0.863107,0.167911,1821.75,366
65,315.578,26,1.50209,2.00629,0.553106,-0.199908,-0.482323,0.495264,0.511526,802.679,368
63,189.798,17.1746,1.51494,1.86795,0.529702,-0.14781,-0.289625,0.335727,0.620626,1789.82,369
53,181.299,8.45283,1.63625,1.8813,0.413052,-0.09829,-0.211792,0.956395,0.418813,1885.85,370
112,1181.89,12.7143,0.434764,1.14963,0.174436,0.136113,0.0818553,0.0786184,0.740416,1274.66,371
74,502.558,100.257,0.286504,1.1578,0.24615,0.267942,0.197517,0.56522,0.198199,305.929,372
123,3549.78,13.5772,0.145364,1.30926,0.18388,0.209565,0.256855,0.543173,0.896707,1156.07,374
99,1240.96,12.1818,0.551731,1.33488,0.183157,0.196957,0.175965,0.399428,0.208268,1819.3,375
95,1005.71,30.9105,0.505585,1.03143,0.128883,0.0375989,0.0122598,0.0727501,0.321731,495.54,377
134,3163.51,20.7127,0.213385,0.862733,0.129448,0.0818639,0.0150235,0.263745,0.413077,760.491,378
55,240.957,10.9636,1.44924,1.9527,0.703153,0.0256903,-0.682643,0.541488,0.331695,1700.44,380
31,54.4394,36.1935,2.44119,2.06519,0.425899,-0.384337,-0.157095,0.945595,0.310442,1057.93,381
120,1668.13,24.8292,0.135636,1.46273,0.45243,0.671528,0.596581,0.759562,0.70616,780.26,384
