126,1550.8,10.5238,0.664285,1.39303,0.327604,0.355871,0.20593,0.71813,0.166385,998.776
131,5987.88,12.9733,0.221191,1.62524,0.366691,0.553686,0.604957,0.672775,0.445861,1483.11
56,108.873,19.5893,1.86683,1.94166,0.410658,-0.264199,-0.104156,0.28549,0.46273,323.082
111,1798.29,19.491,0.189897,1.25552,0.332146,0.364276,0.200612,0.895563,0.422628,350.295
119,5156.89,12.2269,0.148174,1.89492,0.435354,0.705433,0.857114,0.775766,0.985487,1287.12
118,1156.11,13.4958,0.714389,1.2943,0.286595,0.131604,-0.0287984,0.0834165,0.741996,1475.81
20,38.7233,6.55,2.45275,2.1115,0.557239,-0.60099,-0.203142,0.408865,0.234734,1488.29
134,2780.81,11.8358,0.173159,0.792636,0.211639,0.153008,0.00302774,0.354275,0.203066,585.15
94,1283.21,16.367,0.405844,1.45197,0.227986,0.254493,0.264401,0.771999,0.487784,440.293
101,980.863,12.4554,0.62662,1.098,0.134863,0.0691891,0.026676,0.174796,0.190802,363.962
103,1304.17,12.1117,0.404877,1.73688,0.480611,0.789092,0.795735,0.607649,0.722096,655.519
52,137.579,41.5481,1.46425,1.86527,0.592388,0.0322391,-0.481485,0.941448,0.267424,472.357
119,2197.66,12.3655,0.29884,1.17613,0.167863,0.152915,0.0957503,0.730889,0.195036,411.387
133,7865.39,13.5451,0.0642152,1.32738,0.248915,0.272744,0.212945,0.93856,0.32668,1227.49
135,3301.18,30.3296,0.205654,0.962288,0.208161,0.158964,0.0115296,0.898506,0.0628835,860.792
26,58.9946,8.71154,1.93088,1.92995,0.282137,-0.0666152,0.00295073,0.614846,0.175327,452.678
64,360.415,48.6484,0.846992,1.4805,0.315689,0.233731,0.0213258,0.550151,0.224305,102.009
128,3226.83,18.1992,0.286913,1.9613,0.637508,1.1625,1.18209,0.7986,0.696703,1774.51
114,1175.88,24.7456,0.70894,1.71705,0.366861,0.408214,0.310146,0.887632,0.459987,656.507
134,6923.48,14.0149,0.111989,1.02372,0.250255,0.197381,0.00547354,0.692784,0.124867,1337.73
87,428.055,20.546,1.09154,1.67213,0.440594,0.377771,0.103648,0.741091,0.279391,820.797
132,7292.24,12.2841,0.266507,1.64682,0.551931,0.931729,0.900902,0.808651,0.522032,1715.99
72,376.733,15.2361,1.47242,1.97648,0.653218,-0.159382,-0.57886,0.430142,0.323788,191.388
38,82.5445,30.7763,2.06115,2.06429,0.340074,-0.164252,-0.122705,0.603265,0.253421,737.156
107,1008.63,14.6028,0.670151,1.47529,0.264712,0.245022,0.224599,0.370549,0.597346,842.892
66,178.898,22.6061,0.601102,1.01617,0.207136,0.128936,0.0103202,0.698459,0.117004,114.323
135,10217.9,13.3185,0.110905,0.91253,0.219911,0.153773,-0.0176217,0.712764,0.0750271,1595.33
92,692.731,28.8152,0.544045,1.60084,0.312353,0.423897,0.433608,0.792239,0.757947,204.465
52,178.532,26.6827,0.909053,1.50127,0.248614,0.20667,0.0945321,0.967153,0.162706,890.421
60,402.44,34.4,0.450996,1.126,0.194269,0.207795,0.184376,0.790707,0.0805171,321.616
105,584.665,12.3667,1.23162,1.56469,0.420752,0.12633,-0.196314,0.247804,0.418904,1414.07
133,11070.2,17.609,0.199997,1.54484,0.197536,0.26464,0.375379,0.749562,0.567067,1717.86
118,1615.43,12.7203,0.324174,1.13426,0.165863,0.16436,0.124648,0.178628,0.778551,387.117
119,1539.78,13.5168,0.45944,1.16336,0.187335,0.211868,0.228156,0.415207,0.323106,316.725
135,10808.5,14.1778,0.0595704,1.10749,0.252462,0.237964,0.0850286,0.759925,0.229476,1925.77
135,9222.27,14.8778,0.103726,0.72683,0.193764,0.106944,-0.0478137,0.29653,0.0174506,1627.23
14,15.9032,10.7857,2.73053,2.32463,0.429391,-0.381928,-0.191994,0.758579,0.187514,1301.54
109,1515.33,12.2156,0.615857,1.76876,0.461664,0.542149,0.310492,0.630891,0.433178,1770.24
85,513.069,10.3824,0.906646,1.97774,0.510939,0.557265,0.202005,0.695665,0.633672,320.506
76,227.817,13.5855,1.57636,1.7927,0.317628,0.0215081,-0.109856,0.992665,0.239612,1544.1
58,207.349,10.3707,1.99984,1.97539,0.275621,-0.1475,-0.0280014,0.431734,0.283052,1239.16
49,447.977,22.7143,0.587303,1.76107,0.359079,0.494024,0.488262,0.392274,0.431927,1164.3
135,4474.41,14.9704,0.449102,1.45639,0.368713,0.523989,0.485741,0.497746,0.719429,1589.09
