,0,1,2,3,4,8,9,10
9480,57,282.293,11.0439,1.05421,1.81198,0.401803,0.32466999999999996,153.07399999999998
9053,111,2514.85,19.1081,0.363134,1.23607,0.43476499999999996,0.10898800000000002,1700.38
12075,56,196.292,8.17857,2.60387,2.0003,0.860143,0.39921599999999996,182.764
8204,61,181.882,9.2377,1.89274,1.9352099999999999,0.863858,0.298091,1256.28
6466,79,1183.99,10.6899,0.21885900000000003,1.35524,0.5758810000000001,0.404409,199.149
19837,129,3205.72,13.1512,0.22266999999999998,1.0474,0.23249899999999998,0.60561,1551.99
23041,78,355.425,144.192,0.023631799999999998,0.848404,0.756707,0.195452,233.524
11050,56,136.67700000000002,8.13393,1.1411,1.57895,0.35238800000000003,0.231015,136.468
18736,41,266.63599999999997,9.32927,0.782127,1.7932099999999997,0.8371379999999999,0.42576899999999995,479.18
16024,93,804.2769999999999,21.1452,0.5004890000000001,1.42153,0.683361,0.22460100000000002,1617.97
20743,51,168.67,9.764710000000001,1.30895,1.6881400000000002,0.283765,0.31114899999999995,1319.08
16809,123,2615.79,31.5325,0.0809429,1.0292299999999999,0.729584,0.315859,600.5880000000001
20682,107,1030.47,28.6729,0.431536,1.50901,0.409254,0.7201350000000001,1178.54
24585,66,657.579,295.765,0.40574299999999996,1.2541200000000001,0.370264,0.43755200000000005,267.048
6755,96,344.02099999999996,10.4219,0.712805,1.1303299999999998,0.703063,0.06467669999999999,715.568
11344,33,81.6076,41.9394,1.6751200000000002,1.7199099999999998,0.23264200000000002,0.39166,727.431
23540,91,1356.18,12.5604,0.3774,1.7074200000000002,0.769351,0.635077,1721.18
13018,89,589.346,11.809000000000001,0.7285699999999999,1.56316,0.434424,0.8392219999999999,265.154
23702,37,172.43099999999998,10.972999999999999,0.5298619999999999,1.2654100000000001,0.769375,0.0961791,402.899
14527,83,794.02,12.0,0.443424,1.42824,0.416829,0.347896,765.988
15470,21,179.92700000000002,25.5476,0.95486,2.0988,0.317777,0.43867399999999995,1831.38
3195,54,188.75,37.713,1.50071,2.03907,0.763456,0.242673,1621.15
13900,95,1249.72,23.5632,0.312131,1.55426,0.7038260000000001,0.452721,1900.93
16322,119,2092.07,17.8445,0.26011,0.9829540000000001,0.433039,0.151618,705.577
20716,115,3291.61,13.787,0.128195,1.0579,0.544922,0.121698,1924.96
15112,50,113.445,9.01,1.48747,1.8299,0.532652,0.383477,1973.84
17505,76,666.71,9.94079,0.502825,1.4983799999999998,0.62069,0.524319,567.159
18506,51,163.808,47.6176,0.828052,1.4055,0.996182,0.157628,1122.61
20342,75,347.543,9.38667,0.8316110000000001,1.4452200000000002,0.652593,0.22390300000000002,1533.04
21167,27,141.91299999999998,147.278,1.06067,1.71271,0.252884,0.518556,1757.77
20265,38,228.80599999999998,17.7105,0.8689040000000001,2.01695,0.478258,0.49393100000000006,564.232
19812,35,47.2003,140.94299999999998,2.71395,2.15268,0.38831,0.652397,708.523
7142,125,5020.51,25.496,0.193003,1.07476,0.9987229999999999,0.0363358,818.454
707,48,265.07599999999996,8.92708,1.50213,1.95545,0.6065689999999999,0.474109,349.28
1505,128,4994.77,13.8242,0.0786413,1.47623,0.9269219999999999,0.551096,1323.91
24669,58,183.377,17.4569,0.983733,1.50794,0.681499,0.286966,1541.78
6784,56,454.597,42.0089,0.553573,1.3498700000000001,0.343154,0.299784,657.4780000000001
10072,124,4966.02,13.6855,0.28213499999999997,1.69818,0.9944430000000001,0.510454,1230.08
1069,113,850.8530000000001,27.2788,0.696446,1.5945200000000002,0.8639950000000001,0.26611599999999996,507.955
2348,87,709.673,21.0057,0.45117700000000005,1.97458,0.536175,0.7656930000000001,1213.43
22963,39,67.2332,9.10256,2.18704,2.09482,0.549492,0.235942,1951.01
1706,132,1901.32,10.4848,0.8106180000000001,1.4149200000000002,0.405976,0.28773899999999997,1221.39
8255,134,8823.58,12.8881,0.231327,1.2289700000000001,0.988037,0.195243,1533.57
25452,123,3158.78,16.5203,0.251729,1.38815,0.595521,0.838208,1304.71
3058,135,5376.39,12.5296,0.121271,0.82484,0.38211300000000004,0.318616,862.618
7629,96,1060.33,26.4271,0.900963,1.9707299999999999,0.665905,0.333856,1225.59
1799,132,6331.53,14.3409,0.177431,0.982085,0.38145,0.16842100000000002,1306.94
9151,133,4022.37,20.6917,0.291603,1.60527,0.755785,0.895734,1747.31
22641,71,476.25199999999995,10.7042,0.675854,1.91356,0.777001,0.592607,1764.1
