,NeutrinoEnergy,RecoE
1241,677.000,793.195
1242,1083.000,848.433
1243,670.000,870.966
1244,1092.000,1068.246
1245,930.000,859.970
1246,1199.000,1114.272
1247,791.000,824.687
1248,903.000,1011.203
1249,557.000,786.227
1250,1128.000,1227.431
1251,665.000,686.246
1252,1464.000,1357.458
1253,1264.000,1510.625
1254,794.000,977.279
1255,638.000,665.973
1256,1123.000,991.578
1257,1169.000,1052.558
1258,692.000,796.118
1259,1157.000,917.509
1260,801.000,862.234
1261,688.000,770.416
1262,1010.000,1040.752
1263,1446.000,1420.842
1264,661.000,717.084
1265,1288.000,1335.781
1266,761.000,851.990
1267,1187.000,1104.779
1268,1073.000,1037.938
1269,987.000,947.544
1270,1566.000,1402.833
1271,776.000,747.192
1272,665.000,812.266
1273,1120.000,982.653
1274,1146.000,1155.164
1275,1216.000,1458.252
1276,1386.000,1615.825
1277,953.000,836.988
1278,1422.000,896.560
1279,751.000,878.025
1280,1124.000,897.502
1281,1241.000,1318.601
1282,814.000,858.213
1283,1210.000,1161.270
1284,690.000,689.674
1285,1161.000,935.038
1286,729.000,751.369
1287,1919.000,1522.719
1288,662.000,800.743
1289,670.000,785.842
1290,1024.000,952.185
1291,1158.000,1088.409
1292,1422.000,1341.217
1293,1281.000,1433.817
1294,626.000,758.653
1295,789.000,846.065
1296,1380.000,1613.837
1297,1607.000,1034.945
1298,1285.000,1314.008
1299,688.000,899.216
1300,1604.000,1476.974
1301,1067.000,1091.935
1302,1140.000,1052.266
1303,586.000,794.527
1304,727.000,866.903
1305,665.000,727.266
1306,1538.000,1626.304
1307,1068.000,1117.798
1308,1125.000,1116.064
1309,740.000,849.192
1310,1265.000,1176.845
1311,1127.000,1049.841
1312,965.000,1063.157
1313,746.000,834.124
1314,936.000,1031.865
1315,786.000,858.500
1316,1455.000,1227.879
1317,1548.000,1114.661
1318,923.000,1021.123
1319,532.000,629.847
1320,1515.000,973.714
1321,846.000,878.386
1322,962.000,932.153
1323,872.000,729.029
1324,1606.000,1054.593
1325,1196.000,847.914
1326,1500.000,1415.216
1327,1126.000,1182.672
1328,1123.000,1325.939
1329,672.000,738.244
1330,740.000,849.779
1331,1043.000,951.870
1332,1696.000,1499.730
1333,1630.000,1526.454
1334,1313.000,1193.942
1335,1220.000,1250.609
1336,792.000,796.961
1337,1468.000,1582.445
1338,1238.000,1342.633
1339,1390.000,979.079
1340,595.000,672.368
1341,961.000,891.956
1342,1078.000,853.330
1343,1411.000,1470.902
1344,1487.000,1411.754
1345,823.000,863.307
1346,1125.000,1125.439
1347,1037.000,900.949
1348,581.000,799.412
1349,1614.000,1412.166
1350,1043.000,1035.523
1351,1216.000,1087.069
1352,1045.000,1030.795
1353,1341.000,1259.341
1354,1532.000,1523.623
1355,771.000,1037.031
1356,825.000,1084.941
1357,1863.000,1554.150
1358,1203.000,1185.604
1359,400.000,552.834
1360,656.000,837.190
1361,1110.000,994.436
1362,828.000,859.261
1363,1143.000,1118.164
1364,1445.000,1429.004
1365,908.000,929.251
1366,963.000,925.336
1367,1443.000,1325.301
1368,1202.000,1016.165
1369,957.000,1140.265
1370,1161.000,1063.898
1371,1706.000,1471.319
1372,1125.000,1201.716
1373,984.000,805.955
1374,860.000,1022.609
1375,499.000,628.933
1376,1539.000,1460.375
1377,707.000,775.393
1378,1472.000,1337.661
1379,1603.000,1493.318
1380,994.000,902.165
1381,1366.000,1299.902
1382,1115.000,1181.979
1383,1207.000,1202.335
1384,1271.000,1431.003
1385,986.000,738.896
1386,1295.000,1627.742
1387,791.000,888.852
1388,652.000,889.959
1389,1046.000,1076.837
1390,1383.000,1449.629
1391,756.000,777.839
1392,964.000,1005.320
1393,1066.000,997.873
1394,1403.000,1211.596
1395,771.000,891.111
1396,1754.000,1582.484
1397,1714.000,1626.307
1398,1123.000,880.420
1399,880.000,913.624
1400,739.000,850.306
1401,1220.000,1106.545
1402,1029.000,1045.223
1403,843.000,928.545
1404,1294.000,1178.932
1405,629.000,749.582
1406,1192.000,827.829
1407,669.000,783.027
1408,913.000,826.800
1409,1417.000,1480.571
1410,807.000,856.950
1411,1511.000,1438.158
1412,743.000,873.462
1413,1405.000,1201.916
1414,738.000,922.394
1415,746.000,904.403
1416,1845.000,793.265
1417,1830.000,1405.615
1418,1240.000,1041.677
1419,1110.000,1051.804
1420,798.000,872.644
1421,719.000,842.330
1422,823.000,921.587
1423,519.000,795.724
1424,1090.000,1462.537
1425,660.000,781.353
1426,824.000,870.607
1427,942.000,965.191
1428,1530.000,1367.665
1429,1334.000,1516.174
1430,1364.000,899.654
1431,1188.000,1193.625
1432,1401.000,1313.548
1433,1372.000,1384.576
1434,1075.000,1077.843
1435,1200.000,1058.537
1436,742.000,956.043
1437,792.000,882.378
1438,938.000,986.611
1439,914.000,1013.461
1440,1307.000,1449.593
1441,494.000,667.125
1442,1280.000,1414.718
1443,1476.000,1413.533
1444,1370.000,1452.459
1445,1453.000,1366.540
1446,1506.000,1212.571
1447,943.000,1052.136
1448,1668.000,1661.592
1449,951.000,776.117
1450,1123.000,1231.526
1451,1688.000,952.350
1452,1249.000,1430.718
1453,739.000,902.518
1454,451.000,598.628
1455,1786.000,1643.546
1456,961.000,1006.739
1457,1887.000,1349.348
1458,586.000,653.179
1459,1723.000,1551.646
1460,875.000,1006.742
1461,1224.000,1522.542
1462,1489.000,1484.210
1463,1467.000,1283.023
1464,775.000,966.361
1465,1271.000,1227.160
1466,940.000,988.903
1467,1054.000,889.300
1468,766.000,758.273
1469,776.000,726.100
1470,974.000,1038.020
1471,786.000,861.054
1472,674.000,801.428
1473,544.000,666.126
1474,1028.000,1155.548
1475,1300.000,1364.847
1476,896.000,1020.852
1477,904.000,955.589
1478,855.000,725.826
1479,998.000,1043.422
1480,1565.000,1267.866
1481,1398.000,1363.779
1482,1127.000,1137.121
1483,1415.000,1508.828
1484,1190.000,1561.070
1485,910.000,1041.449
1486,1175.000,1173.159
1487,1201.000,1129.411
1488,1233.000,1032.272
1489,999.000,966.781
1490,1049.000,1025.685
1491,562.000,766.863
1492,1635.000,1560.252
1493,481.000,692.135
1494,1880.000,1552.179
1495,862.000,1006.950
1496,1300.000,1294.456
1497,1324.000,1388.685
1498,1381.000,1383.020
1499,845.000,1012.393
1500,1117.000,1034.817
1501,1179.000,1252.479
1502,796.000,899.438
1503,1786.000,1600.895
1504,1881.000,668.887
1505,855.000,1077.791
1506,1234.000,1290.217
1507,1283.000,1182.594
1508,978.000,994.378
1509,840.000,867.698
1510,1390.000,1309.754
1511,1860.000,1419.317
1512,1391.000,1323.123
1513,763.000,832.863
1514,1147.000,1307.550
1515,1068.000,1039.703
1516,677.000,853.157
1517,1295.000,1164.066
1518,1666.000,1451.454
1519,1022.000,1188.599
1520,818.000,879.891
1521,1150.000,1158.448
1522,912.000,912.580
1523,645.000,750.405
1524,990.000,1083.143
1525,756.000,879.200
1526,1209.000,1213.686
1527,1049.000,1075.628
1528,1187.000,1164.559
1529,756.000,721.296
1530,685.000,733.570
1531,1178.000,1200.603
1532,1857.000,1415.688
1533,1225.000,1338.480
1534,937.000,1046.816
1535,1509.000,1273.508
1536,1098.000,1011.676
1537,723.000,753.353
1538,947.000,720.660
1539,1378.000,1197.964
1540,1425.000,1009.978
1541,1691.000,1539.110
1542,1778.000,1478.226
1543,811.000,933.913
1544,880.000,1091.580
1545,1787.000,962.031
1546,876.000,951.016
1547,1059.000,983.288
1548,986.000,978.721
1549,648.000,792.532
1550,1685.000,1642.116
1551,719.000,751.982
1552,677.000,819.919
1553,710.000,778.865
1554,1140.000,1085.622
1555,958.000,689.119
1556,815.000,856.533
1557,1262.000,1262.384
1558,956.000,1061.462
1559,612.000,774.639
1560,862.000,834.540
1561,788.000,890.291
1562,1813.000,1198.656
1563,1207.000,1462.716
1564,1518.000,918.168
1565,1040.000,1145.605
1566,1865.000,807.521
1567,1008.000,989.085
1568,974.000,1011.682
1569,1273.000,947.840
1570,685.000,897.710
1571,555.000,727.905
1572,763.000,983.234
1573,769.000,934.281
1574,1044.000,1109.905
1575,1185.000,1325.882
1576,1660.000,1470.378
1577,1483.000,1499.238
1578,1065.000,659.091
1579,723.000,789.459
1580,882.000,985.708
1581,1114.000,1031.090
1582,1404.000,1500.755
1583,1147.000,1082.626
1584,917.000,1013.415
1585,1141.000,1112.241
1586,1125.000,1150.008
1587,1125.000,1047.907
1588,953.000,1040.054
1589,689.000,766.767
1590,669.000,669.721
1591,1240.000,948.173
1592,427.000,555.921
1593,1302.000,1030.674
1594,1385.000,1483.704
1595,1076.000,1103.549
1596,574.000,705.629
1597,813.000,1016.145
1598,1187.000,1161.803
1599,1327.000,1316.108
1600,997.000,905.300
1601,1287.000,1172.592
1602,882.000,977.835
1603,1255.000,1023.466
1604,904.000,1004.153
1605,1758.000,898.904
1606,956.000,969.770
1607,517.000,620.354
1608,1241.000,1189.268
1609,1098.000,1288.181
1610,715.000,869.534
1611,930.000,804.543
1612,1301.000,1211.052
1613,1036.000,926.283
1614,1319.000,1231.025
1615,1334.000,1343.909
1616,875.000,1008.065
1617,1149.000,1066.030
1618,1523.000,1262.204
1619,935.000,947.899
1620,640.000,821.983
1621,1049.000,1110.301
1622,743.000,884.180
1623,839.000,940.097
1624,703.000,961.999
1625,1205.000,1276.684
1626,1389.000,1557.716
1627,757.000,926.219
1628,1755.000,1300.469
1629,678.000,1056.534
1630,1276.000,960.173
1631,1341.000,1190.920
1632,812.000,843.975
1633,871.000,911.375
1634,804.000,954.711
1635,744.000,763.864
1636,1184.000,990.818
1637,1238.000,1372.671
1638,1037.000,1102.881
1639,1254.000,1145.608
1640,921.000,1073.220
1641,847.000,1029.989
1642,1354.000,1327.062
1643,599.000,762.508
1644,651.000,788.461
1645,996.000,988.798
1646,528.000,684.466
1647,795.000,886.620
1648,1343.000,1489.135
1649,541.000,757.766
1650,924.000,989.649
1651,972.000,1041.608
1652,1233.000,1378.713
1653,741.000,829.473
1654,944.000,940.988
1655,1296.000,1315.896
1656,1309.000,1207.258
1657,956.000,963.111
1658,745.000,711.551
1659,1402.000,1564.599
1660,702.000,765.288
1661,1463.000,1327.338
1662,804.000,915.228
1663,1327.000,1381.839
1664,1884.000,1518.157
1665,1062.000,844.746
1666,1389.000,1199.704
1667,1186.000,1070.766
1668,1516.000,1364.022
1669,1504.000,1594.770
1670,1082.000,1165.754
1671,840.000,844.607
1672,1378.000,1445.775
1673,585.000,623.424
1674,968.000,994.012
1675,849.000,896.624
1676,1012.000,961.566
1677,1463.000,1426.236
1678,874.000,983.164
1679,1061.000,1327.639
1680,885.000,754.183
1681,1014.000,960.181
1682,1230.000,1204.209
1683,938.000,862.630
1684,624.000,719.143
1685,852.000,976.263
1686,1755.000,1177.112
1687,1261.000,982.726
1688,1097.000,1006.956
1689,953.000,938.488
1690,653.000,802.851
1691,1231.000,1233.423
1692,814.000,982.287
1693,999.000,1124.559
1694,1050.000,867.236
1695,1586.000,1014.927
1696,809.000,764.477
1697,1209.000,1071.336
1698,1350.000,969.132
1699,609.000,661.056
1700,542.000,666.378
1701,911.000,992.587
1702,854.000,934.531
1703,1167.000,921.795
1704,1221.000,903.878
1705,852.000,844.928
1706,1133.000,1004.877
1707,813.000,845.914
1708,1215.000,1013.969
1709,966.000,946.693
1710,836.000,899.342
1711,1573.000,864.340
1712,772.000,868.718
1713,1078.000,1222.513
1714,1483.000,1408.208
1715,542.000,736.042
1716,1796.000,1051.878
1717,827.000,819.256
1718,1242.000,1426.967
1719,385.000,596.195
1720,881.000,943.850
1721,1119.000,1093.643
1722,1233.000,1260.110
1723,1172.000,998.215
1724,854.000,941.390
1725,867.000,883.104
1726,1003.000,1044.849
1727,953.000,899.848
1728,1080.000,1046.454
1729,665.000,749.864
1730,950.000,988.346
1731,1019.000,1143.741
1732,687.000,881.555
1733,1394.000,800.470
1734,1029.000,1051.847
1735,848.000,855.595
1736,797.000,915.964
1737,809.000,888.919
1738,1109.000,1307.005
1739,1487.000,886.324
1740,1174.000,683.706
1741,1963.000,1606.747
1742,663.000,715.919
1743,1169.000,1184.081
1744,1254.000,819.537
1745,1125.000,1180.591
1746,1350.000,1245.920
1747,891.000,930.838
1748,880.000,952.207
1749,1208.000,1159.139
1750,996.000,1099.745
1751,809.000,878.623
1752,1054.000,1003.704
1753,929.000,936.580
1754,910.000,948.400
1755,1220.000,921.442
1756,1067.000,1081.896
1757,1004.000,1067.647
1758,1249.000,1265.118
1759,1032.000,989.714
1760,777.000,794.029
1761,843.000,844.878
1762,515.000,723.956
1763,617.000,784.730
1764,1966.000,1468.123
1765,695.000,841.966
1766,985.000,1063.730
1767,453.000,663.486
1768,1160.000,1166.710
1769,1821.000,1581.339
1770,989.000,1128.135
1771,1537.000,1007.594
1772,926.000,957.803
1773,746.000,735.568
1774,1497.000,1563.110
1775,1151.000,1024.832
1776,890.000,988.946
1777,686.000,772.741
1778,1206.000,1170.844
1779,1011.000,1079.871
1780,1421.000,934.751
1781,1111.000,1208.076
1782,744.000,1078.593
1783,1079.000,1172.995
1784,818.000,877.650
1785,1379.000,1253.194
1786,796.000,842.778
1787,805.000,819.184
1788,1626.000,1369.778
1789,1112.000,1195.907
1790,1011.000,1174.139
1791,469.000,749.359
1792,891.000,894.017
1793,770.000,1017.411
1794,1836.000,1562.566
1795,905.000,875.282
1796,809.000,875.305
1797,717.000,789.023
1798,1135.000,1348.872
1799,742.000,703.659
1800,1603.000,797.607
1801,1338.000,1135.488
1802,1118.000,1168.793
1803,564.000,674.771
1804,716.000,917.687
1805,715.000,896.333
1806,683.000,818.233
1807,970.000,1011.501
1808,1082.000,1081.182
1809,645.000,1018.577
1810,971.000,962.268
1811,1429.000,916.403
1812,381.000,747.082
1813,1136.000,979.144
1814,1566.000,974.789
1815,906.000,973.279
1816,1015.000,974.479
1817,668.000,696.150
1818,523.000,701.988
1819,1421.000,1084.462
1820,883.000,856.809
1821,622.000,812.204
1822,1580.000,1597.109
1823,750.000,810.192
1824,1018.000,1077.277
1825,673.000,838.965
1826,763.000,879.558
1827,701.000,765.551
1828,963.000,969.581
1829,1139.000,1482.100
1830,922.000,995.280
1831,1325.000,1195.414
1832,602.000,819.065
1833,1314.000,1554.013
1834,1015.000,1023.954
1835,1132.000,1019.059
1836,749.000,832.197
1837,1729.000,1601.755
1838,1181.000,1317.054
1839,1114.000,1111.537
1840,1542.000,1416.833
1841,871.000,833.197
1842,691.000,901.625
1843,873.000,935.395
1844,1869.000,1503.796
1845,637.000,826.614
1846,611.000,743.858
1847,1333.000,1297.575
1848,708.000,744.674
1849,1207.000,1375.992
1850,835.000,957.023
1851,1918.000,1631.160
1852,769.000,949.269
1853,802.000,835.253
1854,874.000,933.302
1855,626.000,745.962
1856,991.000,1093.259
1857,685.000,823.608
1858,1339.000,1534.453
1859,750.000,697.058
1860,925.000,962.003
1861,1411.000,1536.793
1862,805.000,686.029
1863,959.000,978.348
1864,1154.000,902.364
1865,1451.000,1251.549
1866,1170.000,1182.296
1867,1458.000,1334.049
1868,1959.000,1288.960
1869,1073.000,1050.306
1870,504.000,674.712
1871,1042.000,1175.654
1872,889.000,923.898
1873,1002.000,992.900
1874,787.000,990.768
1875,649.000,803.780
1876,1016.000,1043.911
1877,992.000,1019.749
1878,911.000,926.862
1879,673.000,763.436
1880,1046.000,1091.656
1881,905.000,848.594
1882,786.000,901.402
1883,637.000,642.375
1884,738.000,860.386
1885,793.000,721.080
1886,1368.000,1533.027
1887,742.000,771.640
1888,999.000,1037.300
1889,893.000,923.630
1890,1010.000,951.827
1891,1591.000,1293.278
1892,1921.000,1397.248
1893,741.000,852.459
1894,889.000,778.512
1895,1174.000,1030.375
1896,1289.000,1555.775
1897,1055.000,824.988
1898,1923.000,1675.994
1899,942.000,935.565
1900,1114.000,988.639
1901,1043.000,916.974
1902,1013.000,863.169
1903,995.000,892.289
1904,927.000,1048.053
1905,732.000,746.852
1906,871.000,834.325
1907,1889.000,1099.555
1908,458.000,719.689
1909,915.000,1097.407
1910,1323.000,999.576
1911,1305.000,1241.363
1912,687.000,925.013
1913,1197.000,1167.624
1914,1838.000,1571.450
1915,999.000,1040.120
1916,1969.000,1497.614
1917,1122.000,878.500
1918,818.000,900.327
1919,1133.000,812.542
1920,728.000,809.396
1921,742.000,721.827
1922,971.000,989.403
1923,1180.000,1254.326
1924,716.000,776.202
1925,1280.000,1387.462
1926,826.000,867.295
1927,684.000,804.001
1928,1021.000,1130.680
1929,541.000,693.789
1930,1247.000,1131.505
1931,962.000,977.047
1932,1328.000,1449.298
1933,1322.000,1549.322
1934,1260.000,1338.877
1935,1209.000,1210.917
1936,1138.000,1085.475
1937,896.000,827.520
1938,806.000,781.810
1939,1204.000,1300.308
1940,1141.000,863.145
1941,1007.000,948.295
1942,756.000,805.122
1943,747.000,951.853
1944,749.000,848.611
1945,747.000,873.700
1946,699.000,740.131
1947,1149.000,1187.292
1948,778.000,950.195
1949,800.000,882.492
1950,738.000,871.275
1951,1141.000,1061.284
1952,816.000,1022.439
1953,772.000,808.887
1954,785.000,953.811
1955,1005.000,1125.357
1956,1034.000,980.644
1957,696.000,793.711
1958,1229.000,1162.919
1959,999.000,1015.289
1960,552.000,775.218
1961,1185.000,1131.160
1962,837.000,913.480
1963,965.000,1003.960
1964,1109.000,1061.091
1965,1272.000,1197.032
1966,805.000,790.567
1967,868.000,642.128
1968,629.000,966.179
1969,1645.000,1255.017
1970,664.000,807.981
1971,1145.000,1185.980
1972,1309.000,1284.131
1973,835.000,809.908
1974,1285.000,1415.794
1975,642.000,693.360
1976,852.000,792.919
1977,1145.000,1119.437
1978,806.000,991.162
1979,1965.000,1777.291
1980,1177.000,1392.487
1981,668.000,821.602
1982,1042.000,977.299
1983,818.000,861.908
1984,538.000,613.570
1985,1112.000,1169.267
1986,1430.000,1575.685
1987,1093.000,1155.368
1988,1202.000,915.383
1989,1323.000,969.346
1990,940.000,948.233
1991,1589.000,1475.863
1992,1038.000,1037.009
1993,670.000,740.124
1994,1706.000,1523.785
1995,1064.000,819.325
1996,1279.000,1143.456
1997,815.000,900.630
1998,1617.000,1550.666
1999,1368.000,1681.124
2000,1795.000,1569.237
2001,839.000,972.167
2002,616.000,836.492
2003,687.000,916.857
2004,828.000,1027.485
2005,1225.000,672.980
2006,1478.000,879.806
2007,1148.000,1120.922
2008,1203.000,1121.675
2009,1260.000,1196.910
2010,559.000,715.514
2011,1347.000,1480.120
2012,1142.000,1172.733
2013,1208.000,1250.545
2014,1226.000,1223.563
2015,598.000,662.573
2016,1215.000,1050.065
2017,1059.000,864.691
2018,1703.000,1518.023
2019,910.000,848.693
2020,773.000,871.206
2021,1000.000,1079.446
2022,609.000,835.573
2023,1305.000,1479.843
2024,1978.000,1309.368
2025,1164.000,1128.522
2026,582.000,717.904
2027,952.000,1020.348
2028,950.000,874.323
2029,997.000,988.827
2030,1542.000,1078.051
2031,967.000,971.367
2032,949.000,987.303
2033,1053.000,1132.292
2034,1346.000,1436.538
2035,1502.000,1446.520
2036,889.000,929.730
2037,1692.000,1472.535
2038,1043.000,1219.202
2039,704.000,781.723
2040,1149.000,1063.500
2041,1611.000,1142.000
2042,865.000,874.544
2043,1069.000,1092.828
2044,1041.000,1170.829
2045,1209.000,1194.795
